Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Gentiana angustifolia angustifolia,Gentiana angustifolia angustifolia Vill.,FALSE,Gentiana,angustifolia,angustifolia,Magnoliopsida,Gentianales,Gentianaceae,7270465,
Gentiana angustifolia corbariensis,Gentiana angustifolia corbariensis (Braun-Blanq.) Renob.,TRUE,Gentiana,angustifolia,corbariensis,Magnoliopsida,Gentianales,Gentianaceae,7270465,
Gentiana boryi,Gentiana boryi Boiss.,TRUE,Gentiana,boryi,NA,Magnoliopsida,Gentianales,Gentianaceae,3842550,
Gentiana burseri burseri,Gentiana burseri burseri Lapeyr.,TRUE,Gentiana,burseri,burseri,Magnoliopsida,Gentianales,Gentianaceae,7270220,
Gentiana clusii,Gentiana clusii E.P. Perrier & Songeon,FALSE,Gentiana,clusii,NA,Magnoliopsida,Gentianales,Gentianaceae,7270031,
Gentiana cruciata,Gentiana cruciata L.,FALSE,Gentiana,cruciata,NA,Magnoliopsida,Gentianales,Gentianaceae,3170115,
Gentiana lutea lutea,Gentiana lutea lutea L.,FALSE,Gentiana,lutea,lutea,Magnoliopsida,Gentianales,Gentianaceae,3170040,
Gentiana lutea montserratii,Gentiana lutea montserratii (Vivant ex Greuter) Romo,TRUE,Gentiana,lutea,montserratii,Magnoliopsida,Gentianales,Gentianaceae,3170040,
Gentiana nivalis,Gentiana nivalis L.,FALSE,Gentiana,nivalis,NA,Magnoliopsida,Gentianales,Gentianaceae,3170097,
Gentiana pneumonanthe,Gentiana pneumonanthe L.,FALSE,Gentiana,pneumonanthe,NA,Magnoliopsida,Gentianales,Gentianaceae,7270598,
Gentiana pyrenaica,Gentiana pyrenaica L.,FALSE,Gentiana,pyrenaica,NA,Magnoliopsida,Gentianales,Gentianaceae,7270399,
Gentiana sierrae,Gentiana sierrae Briq.,TRUE,Gentiana,sierrae,NA,Magnoliopsida,Gentianales,Gentianaceae,3841442,
Gentiana verna verna,Gentiana verna verna L.,FALSE,Gentiana,verna,verna,Magnoliopsida,Gentianales,Gentianaceae,8232412,
Gentianella amarella amarella,Gentianella amarella amarella (L.) Börner,FALSE,Gentianella,amarella,amarella,Magnoliopsida,Gentianales,Gentianaceae,8196434,
Gentianella campestris campestris,Gentianella campestris campestris (L.) Börner,FALSE,Gentianella,campestris,campestris,Magnoliopsida,Gentianales,Gentianaceae,7270427,
Gentianopsis ciliata ciliata,Gentianopsis ciliata ciliata (L.) Ma,FALSE,Gentianopsis,ciliata,ciliata,Magnoliopsida,Gentianales,Gentianaceae,7270648,
Geranium bohemicum,Geranium bohemicum L.,FALSE,Geranium,bohemicum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891010,
Geranium cataractarum,Geranium cataractarum Coss.,FALSE,Geranium,cataractarum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890346,
Geranium cazorlense,Geranium cazorlense Heywood,TRUE,Geranium,cazorlense,NA,Magnoliopsida,Geraniales,Geraniaceae,2890814,
Geranium cinereum,Geranium cinereum Cav.,TRUE,Geranium,cinereum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890574,
Geranium collinum,Geranium collinum Stephan ex Willd.,FALSE,Geranium,collinum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891237,
Geranium columbinum,Geranium columbinum L.,FALSE,Geranium,columbinum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890603,
Geranium dissectum,Geranium dissectum L.,FALSE,Geranium,dissectum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890040,
Geranium divaricatum,Geranium divaricatum Ehrh.,FALSE,Geranium,divaricatum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890013,
Geranium dolomiticum,Geranium dolomiticum Rothm.,TRUE,Geranium,dolomiticum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890581,
Geranium lanuginosum,Geranium lanuginosum Lam.,FALSE,Geranium,lanuginosum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890281,
Geranium lucidum,Geranium lucidum L.,FALSE,Geranium,lucidum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890560,
Geranium malviflorum,Geranium malviflorum Boiss. & Reut.,FALSE,Geranium,malviflorum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891384,
Geranium molle,Geranium molle L.,FALSE,Geranium,molle,NA,Magnoliopsida,Geraniales,Geraniaceae,2891488,
Geranium nodosum,Geranium nodosum L.,FALSE,Geranium,nodosum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890287,
Geranium phaeum,Geranium phaeum L.,FALSE,Geranium,phaeum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891390,
Geranium pratense,Geranium pratense L.,FALSE,Geranium,pratense,NA,Magnoliopsida,Geraniales,Geraniaceae,2891304,
Geranium purpureum,Geranium purpureum Vill.,FALSE,Geranium,purpureum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890541,
Geranium pusillum,Geranium pusillum L.,FALSE,Geranium,pusillum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890212,
Geranium pyrenaicum lusitanicum,Geranium pyrenaicum lusitanicum (Samp.) S. Ortiz,TRUE,Geranium,pyrenaicum,lusitanicum,Magnoliopsida,Geraniales,Geraniaceae,2890122,
Geranium pyrenaicum pyrenaicum,Geranium pyrenaicum pyrenaicum Burm. fil.,FALSE,Geranium,pyrenaicum,pyrenaicum,Magnoliopsida,Geraniales,Geraniaceae,2890122,
Geranium robertianum,Geranium robertianum L.,FALSE,Geranium,robertianum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890668,
Geranium rotundifolium,Geranium rotundifolium L.,FALSE,Geranium,rotundifolium,NA,Magnoliopsida,Geraniales,Geraniaceae,2891031,
Geranium sanguineum,Geranium sanguineum L.,FALSE,Geranium,sanguineum,NA,Magnoliopsida,Geraniales,Geraniaceae,2890920,
Geranium subargenteum,Geranium subargenteum Lange,TRUE,Geranium,subargenteum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891111,
Geranium sylvaticum,Geranium sylvaticum L.,FALSE,Geranium,sylvaticum,NA,Magnoliopsida,Geraniales,Geraniaceae,2891147,
Geropogon hybridus,Geropogon hybridus Sch.Bip.,FALSE,Geropogon,hybridus,NA,Magnoliopsida,Asterales,Asteraceae,3132755,
Geum heterocarpum,Geum heterocarpum Boiss.,FALSE,Geum,heterocarpum,NA,Magnoliopsida,Rosales,Rosaceae,5369961,
Geum hispidum,Geum hispidum Fr.,FALSE,Geum,hispidum,NA,Magnoliopsida,Rosales,Rosaceae,5369717,
Geum montanum,Geum montanum L.,FALSE,Geum,montanum,NA,Magnoliopsida,Rosales,Rosaceae,5369806,
Geum pyrenaicum,Geum pyrenaicum Mill.,TRUE,Geum,pyrenaicum,NA,Magnoliopsida,Rosales,Rosaceae,5369919,
Geum rivale,Geum rivale L.,FALSE,Geum,rivale,NA,Magnoliopsida,Rosales,Rosaceae,5369701,
Geum sylvaticum,Geum sylvaticum Pourr.,FALSE,Geum,sylvaticum,NA,Magnoliopsida,Rosales,Rosaceae,5369743,
Geum urbanum,Geum urbanum L.,FALSE,Geum,urbanum,NA,Magnoliopsida,Rosales,Rosaceae,5369652,
Gladiolus communis,Gladiolus communis L.,FALSE,Gladiolus,communis,NA,Magnoliopsida,Asparagales,Iridaceae,2750096,
Gladiolus italicus,Gladiolus italicus Mill.,FALSE,Gladiolus,italicus,NA,Magnoliopsida,Asparagales,Iridaceae,2749791,
Glandora diffusa,Glandora diffusa (Lag.) D.C. Thomas,TRUE,Glandora,diffusa,NA,Magnoliopsida,Boraginales,Boraginaceae,4059971,
Glandora nitida,Glandora nitida (Ern) D.C. Thomas,TRUE,Glandora,nitida,NA,Magnoliopsida,Boraginales,Boraginaceae,4059956,
Glandora oleifolia,Glandora oleifolia (Lapeyr.) D.C. Thomas,TRUE,Glandora,oleifolia,NA,Magnoliopsida,Boraginales,Boraginaceae,4059949,
Glandora prostrata lusitanica,Glandora prostrata lusitanica (Samp.) D.C. Thomas,FALSE,Glandora,prostrata,lusitanica,Magnoliopsida,Boraginales,Boraginaceae,7294611,
Glandora prostrata prostrata,Glandora prostrata prostrata (Loisel.) D.C. Thomas,FALSE,Glandora,prostrata,prostrata,Magnoliopsida,Boraginales,Boraginaceae,7294611,
Glaucium corniculatum,Glaucium corniculatum (L.) Rudolph,FALSE,Glaucium,corniculatum,NA,Magnoliopsida,Ranunculales,Papaveraceae,5334188,
Glaucium flavum,Glaucium flavum Crantz,FALSE,Glaucium,flavum,NA,Magnoliopsida,Ranunculales,Papaveraceae,5334190,
Glaux maritima,Glaux maritima L.,FALSE,Glaux,maritima,NA,Magnoliopsida,Ericales,Primulaceae,4007442,
Glebionis coronaria,Glebionis coronaria (L.) Cass. ex Spach,FALSE,Glebionis,coronaria,NA,Magnoliopsida,Asterales,Asteraceae,7627205,
Glechoma hederacea,Glechoma hederacea L.,FALSE,Glechoma,hederacea,NA,Magnoliopsida,Lamiales,Lamiaceae,2926557,
Glinus lotoides,Glinus lotoides L.,FALSE,Glinus,lotoides,NA,Magnoliopsida,Caryophyllales,Molluginaceae,3084616,
Globularia alypum,Globularia alypum L.,FALSE,Globularia,alypum,NA,Magnoliopsida,Lamiales,Plantaginaceae,7703240,
Globularia bisnagarica,Globularia bisnagarica L.,FALSE,Globularia,bisnagarica,NA,Magnoliopsida,Lamiales,Plantaginaceae,5578472,
Globularia cordifolia,Globularia cordifolia L.,FALSE,Globularia,cordifolia,NA,Magnoliopsida,Lamiales,Plantaginaceae,7265184,
Globularia fuxeensis,Globularia fuxeensis Giraudias,TRUE,Globularia,fuxeensis,NA,Magnoliopsida,Lamiales,Plantaginaceae,7718861,
Globularia majoricensis,Globularia majoricensis Gand.,TRUE,Globularia,majoricensis,NA,Magnoliopsida,Lamiales,Plantaginaceae,5578468,
Globularia nudicaulis,Globularia nudicaulis L.,FALSE,Globularia,nudicaulis,NA,Magnoliopsida,Lamiales,Plantaginaceae,7265189,
Globularia repens,Globularia repens Lam.,FALSE,Globularia,repens,NA,Magnoliopsida,Lamiales,Plantaginaceae,7265195,
Globularia spinosa,Globularia spinosa L.,TRUE,Globularia,spinosa,NA,Magnoliopsida,Lamiales,Plantaginaceae,7265187,
Globularia vulgaris,Globularia vulgaris L.,FALSE,Globularia,vulgaris,NA,Magnoliopsida,Lamiales,Plantaginaceae,7265191,
Glossopappus macrotus,Glossopappus macrotus (Durieu) Briq. & Cavill.,FALSE,Glossopappus,macrotus,NA,Magnoliopsida,Asterales,Asteraceae,3150007,
Glyceria declinata,Glyceria declinata Bréb.,FALSE,Glyceria,declinata,NA,Magnoliopsida,Poales,Poaceae,2705488,
Glyceria fluitans,Glyceria fluitans (L.) R.Br.,FALSE,Glyceria,fluitans,NA,Magnoliopsida,Poales,Poaceae,2705495,
Glyceria notata,Glyceria notata Chevall.,FALSE,Glyceria,notata,NA,Magnoliopsida,Poales,Poaceae,4105780,
Glyceria spicata onubensis,"Glyceria spicata onubensis J. López &
Devesa",FALSE,Glyceria,spicata,onubensis,Magnoliopsida,Poales,Poaceae,4105310,
Glycyrrhiza foetida,Glycyrrhiza foetida Desf.,FALSE,Glycyrrhiza,foetida,NA,Magnoliopsida,Fabales,Fabaceae,2965764,
Glycyrrhiza glabra,Glycyrrhiza glabra L.,FALSE,Glycyrrhiza,glabra,NA,Magnoliopsida,Fabales,Fabaceae,2965732,
Gnaphalium uliginosum uliginosum,Gnaphalium uliginosum uliginosum L.,FALSE,Gnaphalium,uliginosum,uliginosum,Magnoliopsida,Asterales,Asteraceae,5390848,
Goodyera repens,Goodyera repens (L.) R. Br.,FALSE,Goodyera,repens,NA,Magnoliopsida,Asparagales,Orchidaceae,2840931,
Gratiola linifolia,Gratiola linifolia Vahl,TRUE,Gratiola,linifolia,NA,Magnoliopsida,Lamiales,Plantaginaceae,8323228,
Gratiola officinalis,Gratiola officinalis L.,FALSE,Gratiola,officinalis,NA,Magnoliopsida,Lamiales,Plantaginaceae,3171915,
Groenlandia densa,Groenlandia densa (L.) Fourr.,FALSE,Groenlandia,densa,NA,Magnoliopsida,Alismatales,Potamogetonaceae,4009380,
Guillonea scabra canescens,Guillonea scabra canescens (Boiss.) Nyman,TRUE,Guillonea,scabra,canescens,Magnoliopsida,Apiales,Apiaceae,8966338,
Guillonea scabra scabra,Guillonea scabra scabra (Cav.) Coss.,TRUE,Guillonea,scabra,scabra,Magnoliopsida,Apiales,Apiaceae,8966338,
Guiraoa arvensis,Guiraoa arvensis Coss.,TRUE,Guiraoa,arvensis,NA,Magnoliopsida,Brassicales,Brassicaceae,3044695,
Gymnadenia conopsea,Gymnadenia conopsea (L.) R. Br.,FALSE,Gymnadenia,conopsea,NA,Magnoliopsida,Asparagales,Orchidaceae,7845022,
Gymnadenia odoratissima,Gymnadenia odoratissima (L.) Rich.,FALSE,Gymnadenia,odoratissima,NA,Magnoliopsida,Asparagales,Orchidaceae,2840474,
Gymnocarpium dryopteris,Gymnocarpium dryopteris (L.) Newman,FALSE,Gymnocarpium,dryopteris,NA,Polypodiopsida,Polypodiales,Cystopteridaceae,2650832,
Gymnocarpium robertianum,Gymnocarpium robertianum (Hoffm.) Newman,FALSE,Gymnocarpium,robertianum,NA,Polypodiopsida,Polypodiales,Cystopteridaceae,2650841,
Gymnocarpos sclerocephalus,Gymnocarpos sclerocephalus (Decne.) Ahlgren & Thulin,FALSE,Gymnocarpos,sclerocephalus,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,3594418,
Gynandriris sisyrinchium,Gynandriris sisyrinchium (L.) Parl.,FALSE,Gynandriris,sisyrinchium,NA,Magnoliopsida,Asparagales,Iridaceae,2744255,
Gypsophila bermejoi,Gypsophila bermejoi G. López,TRUE,Gypsophila,bermejoi,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,5586628,
Gypsophila montserratii,Gypsophila montserratii Fern. Casas,TRUE,Gypsophila,montserratii,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,9959882,
Gypsophila muralis,Gypsophila muralis L.,FALSE,Gypsophila,muralis,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,3085257,
Gypsophila repens,Gypsophila repens L.,FALSE,Gypsophila,repens,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,5384464,
Gypsophila struthium hispanica,Gypsophila struthium hispanica (Willk.) G. López,TRUE,Gypsophila,struthium,hispanica,Magnoliopsida,Caryophyllales,Caryophyllaceae,7979021,
Gypsophila struthium struthium,Gypsophila struthium struthium L.,TRUE,Gypsophila,struthium,struthium,Magnoliopsida,Caryophyllales,Caryophyllaceae,7979021,
Gypsophila tomentosa,Gypsophila tomentosa L.,TRUE,Gypsophila,tomentosa,NA,Magnoliopsida,Caryophyllales,Caryophyllaceae,5585846,
Gyrocaryum oppositifolium,Gyrocaryum oppositifolium Valdés,TRUE,Gyrocaryum,oppositifolium,NA,Magnoliopsida,Boraginales,Boraginaceae,4059599,
Hainardia cylindrica,Hainardia cylindrica (Willd.) Greuter,FALSE,Hainardia,cylindrica,NA,Magnoliopsida,Poales,Poaceae,12246414,
Halimione portulacoides,Halimione portulacoides (L.) Aellen,FALSE,Halimione,portulacoides,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3756031,
Halimium atriplicifolium atriplicifolium,Halimium atriplicifolium atriplicifolium (Lam.) Spach,TRUE,Halimium,atriplicifolium,atriplicifolium,Magnoliopsida,Malvales,Cistaceae,7331286,
Halimium calycinum,Halimium calycinum (L.) K. Koch,FALSE,Halimium,calycinum,NA,Magnoliopsida,Malvales,Cistaceae,3596455,
Halimium halimifolium halimifolium,Halimium halimifolium halimifolium (L.) Willk.,FALSE,Halimium,halimifolium,halimifolium,Magnoliopsida,Malvales,Cistaceae,7331399,
Halimium halimifolium multiflorum,Halimium halimifolium multiflorum (Salzm. ex Dunal) Maire,FALSE,Halimium,halimifolium,multiflorum,Magnoliopsida,Malvales,Cistaceae,7331399,
Halimium lasianthum alyssoides,Halimium lasianthum alyssoides (Lam.) Greuter,FALSE,Halimium,lasianthum,alyssoides,Magnoliopsida,Malvales,Cistaceae,8237223,
Halimium lasianthum lasianthum,Halimium lasianthum lasianthum (Lam.) Spach,FALSE,Halimium,lasianthum,lasianthum,Magnoliopsida,Malvales,Cistaceae,8237223,
Halimium ocymoides,Halimium ocymoides (Lam.) Willk.,FALSE,Halimium,ocymoides,NA,Magnoliopsida,Malvales,Cistaceae,3596000,
Halimium umbellatum umbellatum,Halimium umbellatum umbellatum (L.) Spach,FALSE,Halimium,umbellatum,umbellatum,Magnoliopsida,Malvales,Cistaceae,7331332,
Halimium umbellatum viscosum,Halimium umbellatum viscosum (Willk.) O. Bolós & Vigo,FALSE,Halimium,umbellatum,viscosum,Magnoliopsida,Malvales,Cistaceae,7331332,
Halocnemum strobilaceum,Halocnemum strobilaceum (Pall.) M. Bieb.,FALSE,Halocnemum,strobilaceum,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3760350,
Halogeton sativus,Halogeton sativus (Loefl. ex L.) Moq.,FALSE,Halogeton,sativus,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3760183,
Halopeplis amplexicaulis,Halopeplis amplexicaulis (Vahl) Ung.-Sternb. ex Ces.,FALSE,Halopeplis,amplexicaulis,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3760117,
Hammada articulata,Hammada articulata (Moq.) O. Bolós & Vigo,FALSE,Hammada,articulata,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,3758958,
Haplophyllum bastetanum,Haplophyllum bastetanum F.B. Navarro,TRUE,Haplophyllum,bastetanum,NA,Magnoliopsida,Sapindales,Rutaceae,5593256,
Haplophyllum linifolium linifolium,Haplophyllum linifolium linifolium (L.) G. Don,TRUE,Haplophyllum,linifolium,linifolium,Magnoliopsida,Sapindales,Rutaceae,7268909,
Haplophyllum rosmarinifolium,Haplophyllum rosmarinifolium (Pers.) G. Don,TRUE,Haplophyllum,rosmarinifolium,NA,Magnoliopsida,Sapindales,Rutaceae,7417934,
Hedera helix helix,Hedera helix helix L.,FALSE,Hedera,helix,helix,Magnoliopsida,Apiales,Araliaceae,8351737,
Hedera helix rhizomatifera,Hedera helix rhizomatifera McAllister,TRUE,Hedera,helix,rhizomatifera,Magnoliopsida,Apiales,Araliaceae,8351737,
Hedera hibernica,Hedera hibernica (G. Kirchn.) Bean,FALSE,Hedera,hibernica,NA,Magnoliopsida,Apiales,Araliaceae,8168344,
Hedera maderensis iberica,Hedera maderensis iberica McAllister,TRUE,Hedera,maderensis,iberica,Magnoliopsida,Apiales,Araliaceae,3036182,
Hedypnois arenaria,Hedypnois arenaria DC.,FALSE,Hedypnois,arenaria,NA,Magnoliopsida,Asterales,Asteraceae,5394855,
Hedypnois cretica,Hedypnois cretica (L.) Willd.,FALSE,Hedypnois,cretica,NA,Magnoliopsida,Asterales,Asteraceae,5394841,
Hedypnois rhagadioloides,Hedypnois rhagadioloides (L.) F.W.Schmidt,FALSE,Hedypnois,rhagadioloides,NA,Magnoliopsida,Asterales,Asteraceae,5394841,
Hedysarum boveanum costaetalentii,Hedysarum boveanum costaetalentii (López Bernal,TRUE,Hedysarum,boveanum,costaetalentii,Magnoliopsida,Fabales,Fabaceae,2960895,
Hedysarum boveanum europaeum,Hedysarum boveanum europaeum Guitt. & Kerguélen,FALSE,Hedysarum,boveanum,europaeum,Magnoliopsida,Fabales,Fabaceae,2960895,
Hedysarum boveanum palentinum,Hedysarum boveanum palentinum Valdés,TRUE,Hedysarum,boveanum,palentinum,Magnoliopsida,Fabales,Fabaceae,2960895,
Hedysarum coronarium,Hedysarum coronarium L.,FALSE,Hedysarum,coronarium,NA,Magnoliopsida,Fabales,Fabaceae,5928735,
Hedysarum flexuosum,Hedysarum flexuosum L.,FALSE,Hedysarum,flexuosum,NA,Magnoliopsida,Fabales,Fabaceae,5612962,
Hedysarum glomeratum,Hedysarum glomeratum F. Dietr.,FALSE,Hedysarum,glomeratum,NA,Magnoliopsida,Fabales,Fabaceae,5612959,
Hedysarum spinosissimum,Hedysarum spinosissimum L.,FALSE,Hedysarum,spinosissimum,NA,Magnoliopsida,Fabales,Fabaceae,5612955,
Helianthemum abelardoi,Helianthemum abelardoi Alcaraz,TRUE,Helianthemum,abelardoi,NA,Magnoliopsida,Malvales,Cistaceae,9121989,
Helianthemum aegyptiacum,Helianthemum aegyptiacum (L.) Mill.,FALSE,Helianthemum,aegyptiacum,NA,Magnoliopsida,Malvales,Cistaceae,7893178,
Helianthemum almeriense,Helianthemum almeriense Pau,TRUE,Helianthemum,almeriense,NA,Magnoliopsida,Malvales,Cistaceae,7331316,
Helianthemum alypoides,Helianthemum alypoides Losa & Rivas Goday,TRUE,Helianthemum,alypoides,NA,Magnoliopsida,Malvales,Cistaceae,3595627,
Helianthemum angustatum,Helianthemum angustatum Pomel,FALSE,Helianthemum,angustatum,NA,Magnoliopsida,Malvales,Cistaceae,3595577,
Helianthemum apenninum apenninum,Helianthemum apenninum apenninum (L.) Mill.,FALSE,Helianthemum,apenninum,apenninum,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum apenninum cantabricum,Helianthemum apenninum cantabricum (M. Laínz) G. López,TRUE,Helianthemum,apenninum,cantabricum,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum apenninum cavanillesianum,Helianthemum apenninum cavanillesianum (M. Laínz) G. López,TRUE,Helianthemum,apenninum,cavanillesianum,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum apenninum estevei,Helianthemum apenninum estevei (Peinado & Mart. Parras) G. López,TRUE,Helianthemum,apenninum,estevei,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum apenninum stoechadifolium,Helianthemum apenninum stoechadifolium (Brot.) Samp.,FALSE,Helianthemum,apenninum,stoechadifolium,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum apenninum suffruticosum,Helianthemum apenninum suffruticosum (Boiss.) G. López,TRUE,Helianthemum,apenninum,suffruticosum,Magnoliopsida,Malvales,Cistaceae,7331336,
Helianthemum apenninum urrielense,Helianthemum apenninum urrielense (M. Laínz) G. López,TRUE,Helianthemum,apenninum,urrielense,Magnoliopsida,Malvales,Cistaceae,9823314,
Helianthemum asperum asperum,Helianthemum asperum asperum Lag. ex Dunal,TRUE,Helianthemum,asperum,asperum,Magnoliopsida,Malvales,Cistaceae,7331273,
Helianthemum asperum willkommii,Helianthemum asperum willkommii Mateo & M.B.Crespo,TRUE,Helianthemum,asperum,willkommii,Magnoliopsida,Malvales,Cistaceae,7331273,
Helianthemum caput-felis,Helianthemum caput-felis Boiss.,FALSE,Helianthemum,caput-felis,NA,Magnoliopsida,Malvales,Cistaceae,7331423,
Helianthemum cinereum cinereum,Helianthemum cinereum cinereum (Cav.) Pers.,TRUE,Helianthemum,cinereum,cinereum,Magnoliopsida,Malvales,Cistaceae,7331381,
Helianthemum cinereum guadiccianum,Helianthemum cinereum guadiccianum (Font Quer & Rothm.) G. López,TRUE,Helianthemum,cinereum,guadiccianum,Magnoliopsida,Malvales,Cistaceae,7331381,
Helianthemum cinereum hieronymi,Helianthemum cinereum hieronymi (Sennen) G. López,TRUE,Helianthemum,cinereum,hieronymi,Magnoliopsida,Malvales,Cistaceae,7331381,
Helianthemum cinereum rotundifolium,Helianthemum cinereum rotundifolium (Dunal) Greuter & Burdet,FALSE,Helianthemum,cinereum,rotundifolium,Magnoliopsida,Malvales,Cistaceae,7331381,
Helianthemum dianicum,"Helianthemum dianicum Pérez Dacosta, M.B.Crespo & Mateo",TRUE,Helianthemum,dianicum,NA,Magnoliopsida,Malvales,Cistaceae,8418210,
Helianthemum edetanum,"Helianthemum edetanum Mateo, Fabado & C.Torres",TRUE,Helianthemum,edetanum,NA,Magnoliopsida,Malvales,Cistaceae,8233596,
Helianthemum guerrae,"Helianthemum guerrae Sánchez-Gómez, J.S.Carrion & M.A.Carrión",TRUE,Helianthemum,guerrae,NA,Magnoliopsida,Malvales,Cistaceae,3595227,
Helianthemum hirtum,Helianthemum hirtum (L.) Mill.,FALSE,Helianthemum,hirtum,NA,Magnoliopsida,Malvales,Cistaceae,3595086,
Helianthemum ledifolium,Helianthemum ledifolium (L.) Mill.,FALSE,Helianthemum,ledifolium,NA,Magnoliopsida,Malvales,Cistaceae,7703733,
Helianthemum marifolium andalusicum,Helianthemum marifolium andalusicum (Font Quer & Rothm.) G. López,TRUE,Helianthemum,marifolium,andalusicum,Magnoliopsida,Malvales,Cistaceae,7331265,
Helianthemum marifolium conquense,Helianthemum marifolium conquense Borja & Rivas Goday ex G. López,TRUE,Helianthemum,marifolium,conquense,Magnoliopsida,Malvales,Cistaceae,7331265,
Helianthemum marifolium frigidulum,Helianthemum marifolium frigidulum (Cuatrec.) G. López,TRUE,Helianthemum,marifolium,frigidulum,Magnoliopsida,Malvales,Cistaceae,7331330,
Helianthemum marifolium marifolium,Helianthemum marifolium marifolium (L.) Mill.,FALSE,Helianthemum,marifolium,marifolium,Magnoliopsida,Malvales,Cistaceae,7331330,
Helianthemum marifolium molle,Helianthemum marifolium molle (Cav.) G. López,TRUE,Helianthemum,marifolium,molle,Magnoliopsida,Malvales,Cistaceae,7331265,
