Taxon,Scientific_Name,Endemic,Genus,Species,Subspecies,Class,Order,Family,GBIF_id,POW_Name
Armeria bourgaei bourgaei,Armeria bourgaei bourgaei Boiss. ex Merino,TRUE,Armeria,bourgaei,bourgaei,Magnoliopsida,Caryophyllales,Plumbaginaceae,8157254,
Armeria bourgaei lanceobracteata,Armeria bourgaei lanceobracteata (G.H.M. Lawr.) Nieto Fel.,TRUE,Armeria,bourgaei,lanceobracteata,Magnoliopsida,Caryophyllales,Plumbaginaceae,8157254,
Armeria bourgaei willkommiana,Armeria bourgaei willkommiana (Bernis) Nieto Fel.,TRUE,Armeria,bourgaei,willkommiana,Magnoliopsida,Caryophyllales,Plumbaginaceae,8157254,
Armeria bubanii,Armeria bubanii G.H.M. Lawr.,TRUE,Armeria,bubanii,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668298,
Armeria caballeroi,Armeria caballeroi (Bernis) Donad.,TRUE,Armeria,caballeroi,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668294,
Armeria caespitosa,Armeria caespitosa (Gómez Ortega) Boiss.,TRUE,Armeria,caespitosa,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090567,
Armeria cantabrica,Armeria cantabrica Boiss. & Reut. ex Willk.,TRUE,Armeria,cantabrica,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298203,
Armeria capitella,Armeria capitella Pau,TRUE,Armeria,capitella,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7871475,
Armeria castellana,Armeria castellana Boiss. & Reut. ex Leresche,TRUE,Armeria,castellana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7683925,
Armeria castrovalnerana,"Armeria castrovalnerana Alejandre, Barredo & M.J.Escal.",TRUE,Armeria,castrovalnerana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,8334361,
Armeria castroviejoi,Armeria castroviejoi Nieto Fel.,TRUE,Armeria,castroviejoi,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,8724349,
Armeria ciliata,Armeria ciliata (Lange) Nieto Fel.,TRUE,Armeria,ciliata,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668235,
Armeria colorata,Armeria colorata Pau,TRUE,Armeria,colorata,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668232,
Armeria duriaei,Armeria duriaei Boiss.,TRUE,Armeria,duriaei,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668205,
Armeria eriophylla,Armeria eriophylla Willk.,TRUE,Armeria,eriophylla,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7981013,
Armeria euscadiensis,Armeria euscadiensis Donad. & Vivant,TRUE,Armeria,euscadiensis,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668160,
Armeria filicaulis alfacarensis,"Armeria filicaulis alfacarensis Nieto Fel., Gut.Larena & Fuertes",TRUE,Armeria,filicaulis,alfacarensis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298105,
Armeria filicaulis filicaulis,Armeria filicaulis filicaulis (Boiss.) Boiss.,FALSE,Armeria,filicaulis,filicaulis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298105,
Armeria filicaulis nevadensis,"Armeria filicaulis nevadensis Nieto Fel., Rosselló & Fuertes",TRUE,Armeria,filicaulis,nevadensis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298105,
Armeria filicaulis trevenqueana,Armeria filicaulis trevenqueana Nieto Fel.,TRUE,Armeria,filicaulis,trevenqueana,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298105,
Armeria fontqueri,Armeria fontqueri Pau,TRUE,Armeria,fontqueri,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,8400688,
Armeria gaditana,Armeria gaditana Boiss.,TRUE,Armeria,gaditana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,4089544,
Armeria genesiana belmonteae,Armeria genesiana belmonteae (P. Silva) Nieto Fel.,TRUE,Armeria,genesiana,belmonteae,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298097,
Armeria genesiana genesiana,Armeria genesiana genesiana Nieto Fel.,TRUE,Armeria,genesiana,genesiana,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298097,
Armeria godayana,Armeria godayana Font Quer,TRUE,Armeria,godayana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7588027,
Armeria grajoana,Armeria grajoana Casim.-Sor.Solanas & Cabezudo,TRUE,Armeria,grajoana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,10733193,
Armeria hirta,Armeria hirta Willd.,TRUE,Armeria,hirta,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668087,
Armeria hispalensis,Armeria hispalensis Pau,TRUE,Armeria,hispalensis,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7814017,
Armeria humilis humilis,Armeria humilis humilis (Link) Schult.,TRUE,Armeria,humilis,humilis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7632999,
Armeria humilis odorata,Armeria humilis odorata (Samp.) P. Silva,TRUE,Armeria,humilis,odorata,Magnoliopsida,Caryophyllales,Plumbaginaceae,7632999,
Armeria langei daveaui,Armeria langei daveaui (Cout.) P. Silva,TRUE,Armeria,langei,daveaui,Magnoliopsida,Caryophyllales,Plumbaginaceae,7922821,
Armeria langei langei,Armeria langei langei Boiss.,TRUE,Armeria,langei,langei,Magnoliopsida,Caryophyllales,Plumbaginaceae,7922821,
Armeria linkiana,Armeria linkiana Nieto Fel.,TRUE,Armeria,linkiana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668026,
Armeria macrophylla,Armeria macrophylla Boiss. & Reut.,TRUE,Armeria,macrophylla,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668005,
Armeria malacitana,Armeria malacitana Nieto Fel.,TRUE,Armeria,malacitana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5667985,
Armeria maritima,Armeria maritima Willd.,FALSE,Armeria,maritima,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,8930531,
Armeria merinoi,Armeria merinoi (Bernis) Nieto Fel.,TRUE,Armeria,merinoi,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668291,
Armeria muelleri,Armeria muelleri A. Huet,TRUE,Armeria,muelleri,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668284,
Armeria neglecta,Armeria neglecta Girard,TRUE,Armeria,neglecta,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668281,
Armeria pauana,Armeria pauana (Bernis) Nieto Fel.,TRUE,Armeria,pauana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668267,
Armeria pinifolia,Armeria pinifolia (Brot.) Hoffmanns. & Link,TRUE,Armeria,pinifolia,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7472309,
Armeria pseudoarmeria,Armeria pseudoarmeria (Murray) Mansf.,TRUE,Armeria,pseudoarmeria,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7480175,
Armeria pubigera,Armeria pubigera (Desf.) Boiss.,TRUE,Armeria,pubigera,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,4090110,
Armeria pubinervis,Armeria pubinervis Boiss.,TRUE,Armeria,pubinervis,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7298171,
Armeria pungens,Armeria pungens (Link) Hoffmanns. & Link,FALSE,Armeria,pungens,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136719,
Armeria quichiotis,Armeria quichiotis (Gonz. Albo) A.W. Hill,TRUE,Armeria,quichiotis,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668215,
Armeria rivasmartinezii,Armeria rivasmartinezii Sard.Rosc. & Nieto Fel.,TRUE,Armeria,rivasmartinezii,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,9059335,
Armeria rothmaleri,Armeria rothmaleri Nieto Fel.,TRUE,Armeria,rothmaleri,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,9056088,
Armeria rouyana,Armeria rouyana Daveau,TRUE,Armeria,rouyana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668199,
Armeria ruscinonensis littorifuga,Armeria ruscinonensis littorifuga (Bernis) Malag.,TRUE,Armeria,ruscinonensis,littorifuga,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668188,
Armeria ruscinonensis ruscinonensis,Armeria ruscinonensis ruscinonensis Girard,FALSE,Armeria,ruscinonensis,ruscinonensis,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668188,
Armeria salmantica,Armeria salmantica (Bernis) Nieto Fel.,TRUE,Armeria,salmantica,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668184,
Armeria sampaioi,Armeria sampaioi (Bernis) Nieto Fel.,TRUE,Armeria,sampaioi,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668182,
Armeria splendens,Armeria splendens (Lag. & Rodr.) Webb,TRUE,Armeria,splendens,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,8423285,
Armeria trachyphylla,Armeria trachyphylla Lange,TRUE,Armeria,trachyphylla,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668079,
Armeria transmontana,Armeria transmontana (Samp.) G.H.M. Lawr.,TRUE,Armeria,transmontana,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,9177843,
Armeria trianoi,Armeria trianoi Nieto Fel.,TRUE,Armeria,trianoi,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668071,
Armeria velutina,Armeria velutina Welw. ex Boiss. & Reut.,TRUE,Armeria,velutina,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,5668162,
Armeria villosa alcaracensis,Armeria villosa alcaracensis Nieto Fel.,TRUE,Armeria,villosa,alcaracensis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa bernisii,Armeria villosa bernisii Nieto Fel.,TRUE,Armeria,villosa,bernisii,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa carratracensis,Armeria villosa carratracensis (Bernis) Nieto Fel.,TRUE,Armeria,villosa,carratracensis,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa enritrianoi,"Armeria villosa enritrianoi Blanca, Cueto, J.Fuentes & S.Tello",TRUE,Armeria,villosa,enritrianoi,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa longiaristata,Armeria villosa longiaristata (Boiss. & Reut.) Nieto Fel.,TRUE,Armeria,villosa,longiaristata,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa provillosa,Armeria villosa provillosa (Bernis) Nieto Fel.,TRUE,Armeria,villosa,provillosa,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa serpentinicola,"Armeria villosa serpentinicola Cabezudo, Pérez Lat. & Casim.-Sor.Solanas",TRUE,Armeria,villosa,serpentinicola,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria villosa villosa,Armeria villosa villosa Girard,TRUE,Armeria,villosa,villosa,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136612,
Armeria welwitschii,Armeria welwitschii Boiss.,TRUE,Armeria,welwitschii,NA,Magnoliopsida,Caryophyllales,Plumbaginaceae,7136580,
Arnica montana atlantica,Arnica montana atlantica A.Bolòs,FALSE,Arnica,montana,atlantica,Magnoliopsida,Asterales,Asteraceae,5405976,
Arnica montana montana,Arnica montana montana L.,FALSE,Arnica,montana,montana,Magnoliopsida,Asterales,Asteraceae,5405976,
Arnoseris minima,Arnoseris minima (L.) Schweigg. & Körte,FALSE,Arnoseris,minima,NA,Magnoliopsida,Asterales,Asteraceae,3087403,
Arrhenatherum album album,Arrhenatherum album album (Vahl) W. D. Clayton,FALSE,Arrhenatherum,album,album,Magnoliopsida,Poales,Poaceae,4121435,
Arrhenatherum album fernandesii,Arrhenatherum album fernandesii (Rivas Mart.) Romero Zarco,TRUE,Arrhenatherum,album,fernandesii,Magnoliopsida,Poales,Poaceae,4121435,
Arrhenatherum elatius baeticum,Arrhenatherum elatius baeticum Romero Zarco,FALSE,Arrhenatherum,elatius,baeticum,Magnoliopsida,Poales,Poaceae,2704505,
Arrhenatherum elatius bulbosum,Arrhenatherum elatius bulbosum (Willd.) Schuebl. & G. Martens,FALSE,Arrhenatherum,elatius,bulbosum,Magnoliopsida,Poales,Poaceae,2704505,
Arrhenatherum elatius elatius,Arrhenatherum elatius elatius (L.) J.Presl & C.Presl,FALSE,Arrhenatherum,elatius,elatius,Magnoliopsida,Poales,Poaceae,2704505,
Arrhenatherum elatius sardoum,Arrhenatherum elatius sardoum (Em. Schmid) Gamisans,FALSE,Arrhenatherum,elatius,sardoum,Magnoliopsida,Poales,Poaceae,2704505,
Artemisia absinthium,Artemisia absinthium L.,FALSE,Artemisia,absinthium,NA,Magnoliopsida,Asterales,Asteraceae,3121319,
Artemisia aethiopica,Artemisia aethiopica L.,TRUE,Artemisia,aethiopica,NA,Magnoliopsida,Asterales,Asteraceae,3120850,
Artemisia alba,Artemisia alba Turra,FALSE,Artemisia,alba,NA,Magnoliopsida,Asterales,Asteraceae,3121088,
Artemisia armeniaca,Artemisia armeniaca Lam.,FALSE,Artemisia,armeniaca,NA,Magnoliopsida,Asterales,Asteraceae,8366310,
Artemisia assoana,Artemisia assoana Willk.,TRUE,Artemisia,assoana,NA,Magnoliopsida,Asterales,Asteraceae,3121005,
Artemisia barrelieri,Artemisia barrelieri Besser,FALSE,Artemisia,barrelieri,NA,Magnoliopsida,Asterales,Asteraceae,3120786,
Artemisia caerulescens caerulescens,Artemisia caerulescens caerulescens L.,FALSE,Artemisia,caerulescens,caerulescens,Magnoliopsida,Asterales,Asteraceae,3121347,
Artemisia caerulescens gallica,Artemisia caerulescens gallica (Willd.) K.Perss.,FALSE,Artemisia,caerulescens,gallica,Magnoliopsida,Asterales,Asteraceae,3121347,
Artemisia campestris,Artemisia campestris L.,FALSE,Artemisia,campestris,NA,Magnoliopsida,Asterales,Asteraceae,3121461,
Artemisia chamaemelifolia,Artemisia chamaemelifolia Vill.,FALSE,Artemisia,chamaemelifolia,NA,Magnoliopsida,Asterales,Asteraceae,3121409,
Artemisia crithmifolia,Artemisia crithmifolia L.,FALSE,Artemisia,crithmifolia,NA,Magnoliopsida,Asterales,Asteraceae,3120692,
Artemisia eriantha,Artemisia eriantha Ten.,FALSE,Artemisia,eriantha,NA,Magnoliopsida,Asterales,Asteraceae,4229609,
Artemisia granatensis,Artemisia granatensis Boiss.,TRUE,Artemisia,granatensis,NA,Magnoliopsida,Asterales,Asteraceae,3121429,
Artemisia herba-alba herba-alba,Artemisia herba-alba herba-alba Asso,FALSE,Artemisia,herba-alba,herba-alba,Magnoliopsida,Asterales,Asteraceae,3120848,
Artemisia herba-alba valentina,Artemisia herba-alba valentina (Lam.) Masclans,FALSE,Artemisia,herba-alba,valentina,Magnoliopsida,Asterales,Asteraceae,3120848,
Artemisia umbelliformis,Artemisia umbelliformis Lam.,FALSE,Artemisia,umbelliformis,NA,Magnoliopsida,Asterales,Asteraceae,8296244,
Artemisia vulgaris,Artemisia vulgaris L.,FALSE,Artemisia,vulgaris,NA,Magnoliopsida,Asterales,Asteraceae,3120946,
Arthrocnemum macrostachyum,Arthrocnemum macrostachyum (Moric.) Moris,FALSE,Arthrocnemum,macrostachyum,NA,Magnoliopsida,Caryophyllales,Chenopodiaceae,9417609,
Arum cylindraceum,Arum cylindraceum Gasp.,FALSE,Arum,cylindraceum,NA,Magnoliopsida,Alismatales,Araceae,5330639,
Arum italicum,Arum italicum Mill.,FALSE,Arum,italicum,NA,Magnoliopsida,Alismatales,Araceae,5330661,
Arum maculatum,Arum maculatum L.,FALSE,Arum,maculatum,NA,Magnoliopsida,Alismatales,Araceae,5330580,
Arum pictum sagittifolium,Arum pictum sagittifolium Rosselló & L. Sáez,TRUE,Arum,pictum,sagittifolium,Magnoliopsida,Alismatales,Araceae,5330489,
Aruncus dioicus,Aruncus dioicus (Walter) Fernald,FALSE,Aruncus,dioicus,NA,Magnoliopsida,Rosales,Rosaceae,5362136,
Arundo micrantha,Arundo micrantha Lam.,FALSE,Arundo,micrantha,NA,Magnoliopsida,Poales,Poaceae,4110789,
Asarina procumbens,Asarina procumbens Mill.,FALSE,Asarina,procumbens,NA,Magnoliopsida,Lamiales,Plantaginaceae,3729273,
Asparagus acutifolius,Asparagus acutifolius L.,FALSE,Asparagus,acutifolius,NA,Magnoliopsida,Asparagales,Asparagaceae,2768995,
Asparagus albus,Asparagus albus L.,FALSE,Asparagus,albus,NA,Magnoliopsida,Asparagales,Asparagaceae,2769019,
Asparagus aphyllus,Asparagus aphyllus aphyllus L.,FALSE,Asparagus,aphyllus,NA,Magnoliopsida,Asparagales,Asparagaceae,2768701,
Asparagus horridus,Asparagus horridus L.,FALSE,Asparagus,horridus,NA,Magnoliopsida,Asparagales,Asparagaceae,2768695,
Asparagus macrorrhizus,Asparagus macrorrhizus Pedrol & al.,TRUE,Asparagus,macrorrhizus,NA,Magnoliopsida,Asparagales,Asparagaceae,8896846,
Asparagus prostratus,Asparagus prostratus Dumort.,FALSE,Asparagus,prostratus,NA,Magnoliopsida,Asparagales,Asparagaceae,2768911,
Asperugo procumbens,Asperugo procumbens L.,FALSE,Asperugo,procumbens,NA,Magnoliopsida,Boraginales,Boraginaceae,2926055,
Asperula aristata scabra,Asperula aristata scabra (J. Presl & C. Presl ex Lange) Nyman,FALSE,Asperula,aristata,scabra,Magnoliopsida,Gentianales,Rubiaceae,12254070,
Asperula arvensis,Asperula arvensis L.,FALSE,Asperula,arvensis,NA,Magnoliopsida,Gentianales,Rubiaceae,2916662,
Asperula cynanchica cynanchica,Asperula cynanchica cynanchica L.,FALSE,Asperula,cynanchica,cynanchica,Magnoliopsida,Gentianales,Rubiaceae,12225742,
Asperula cynanchica occidentalis,Asperula cynanchica occidentalis (Rouy) Stace,FALSE,Asperula,cynanchica,occidentalis,Magnoliopsida,Gentianales,Rubiaceae,12225742,
Asperula cynanchica pyrenaica,Asperula cynanchica pyrenaica (L.) Nyman,TRUE,Asperula,cynanchica,pyrenaica,Magnoliopsida,Gentianales,Rubiaceae,12225742,
Asperula hirsuta,Asperula hirsuta Desf.,FALSE,Asperula,hirsuta,NA,Magnoliopsida,Gentianales,Rubiaceae,12238390,
Asperula hirta,Asperula hirta Ramond,TRUE,Asperula,hirta,NA,Magnoliopsida,Gentianales,Rubiaceae,12204522,
Asperula laevigata,Asperula laevigata L.,FALSE,Asperula,laevigata,NA,Magnoliopsida,Gentianales,Rubiaceae,2916822,
Asperula paui dianensis,Asperula paui dianensis (Font Quer) Romo,TRUE,Asperula,paui,dianensis,Magnoliopsida,Gentianales,Rubiaceae,12260381,
Asperula paui paui,Asperula paui paui Font Quer,TRUE,Asperula,paui,paui,Magnoliopsida,Gentianales,Rubiaceae,12260381,
Asphodelus aestivus,Asphodelus aestivus Brot.,TRUE,Asphodelus,aestivus,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778509,
Asphodelus albus albus,Asphodelus albus albus Mill.,FALSE,Asphodelus,albus,albus,Magnoliopsida,Asparagales,Asphodelaceae,2778457,
Asphodelus albus carpetanus,Asphodelus albus carpetanus Z. Díaz & Valdés,TRUE,Asphodelus,albus,carpetanus,Magnoliopsida,Asparagales,Asphodelaceae,2778457,
Asphodelus albus delphinensis,Asphodelus albus delphinensis (Gren. & Godr.) Z. Díaz & Valdés,FALSE,Asphodelus,albus,delphinensis,Magnoliopsida,Asparagales,Asphodelaceae,2778457,
Asphodelus albus occidentalis,Asphodelus albus occidentalis (Jord.) Z. Díaz & Valdés,FALSE,Asphodelus,albus,occidentalis,Magnoliopsida,Asparagales,Asphodelaceae,2778457,
Asphodelus ayardii,Asphodelus ayardii Jahand. & Maire,FALSE,Asphodelus,ayardii,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778349,
Asphodelus bento-rainhae bento-rainhae,Asphodelus bento-rainhae bento-rainhae P. Silva,TRUE,Asphodelus,bento-rainhae,bento-rainhae,Magnoliopsida,Asparagales,Asphodelaceae,2778450,
Asphodelus bento-rainhae salmanticus,Asphodelus bento-rainhae salmanticus Z. Díaz & Valdés,TRUE,Asphodelus,bento-rainhae,salmanticus,Magnoliopsida,Asparagales,Asphodelaceae,2778450,
Asphodelus cerasiferus,Asphodelus cerasiferus J. Gay,FALSE,Asphodelus,cerasiferus,NA,Magnoliopsida,Asparagales,Asphodelaceae,4931269,
Asphodelus fistulosus,Asphodelus fistulosus L.,FALSE,Asphodelus,fistulosus,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778437,
Asphodelus lusitanicus,Asphodelus lusitanicus Cout.,TRUE,Asphodelus,lusitanicus,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778374,
Asphodelus macrocarpus macrocarpus,Asphodelus macrocarpus macrocarpus Parl.,FALSE,Asphodelus,macrocarpus,macrocarpus,Magnoliopsida,Asparagales,Asphodelaceae,2778420,
Asphodelus macrocarpus rubescens,Asphodelus macrocarpus rubescens Z. Díaz & Valdés,FALSE,Asphodelus,macrocarpus,rubescens,Magnoliopsida,Asparagales,Asphodelaceae,2778420,
Asphodelus ramosus distalis,Asphodelus ramosus distalis Z. Díaz & Valdés,FALSE,Asphodelus,ramosus,distalis,Magnoliopsida,Asparagales,Asphodelaceae,2778478,
Asphodelus ramosus ramosus,Asphodelus ramosus ramosus L.,FALSE,Asphodelus,ramosus,ramosus,Magnoliopsida,Asparagales,Asphodelaceae,2778478,
Asphodelus roseus,Asphodelus roseus Humbert & Maire,FALSE,Asphodelus,roseus,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778453,
Asphodelus serotinus,Asphodelus serotinus Wolley-Dod,TRUE,Asphodelus,serotinus,NA,Magnoliopsida,Asparagales,Asphodelaceae,2777091,
Asphodelus tenuifolius,Asphodelus tenuifolius Cav.,FALSE,Asphodelus,tenuifolius,NA,Magnoliopsida,Asparagales,Asphodelaceae,2778358,
Asplenium adiantum-nigrum,Asplenium adiantum-nigrum L.,FALSE,Asplenium,adiantum-nigrum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,2650594,
Asplenium azomanes,"Asplenium azomanes Rosselló, Cubas & Rebassa",FALSE,Asplenium,azomanes,NA,Polypodiopsida,Polypodiales,Aspleniaceae,4256217,
Asplenium balearicum,Asplenium balearicum Shivas,FALSE,Asplenium,balearicum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,4256953,
Asplenium billotii,Asplenium billotii F.W. Schultz,FALSE,Asplenium,billotii,NA,Polypodiopsida,Polypodiales,Aspleniaceae,7310610,
Asplenium celtibericum,Asplenium celtibericum Rivas Mart.,TRUE,Asplenium,celtibericum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,7310767,
Asplenium ceterach,Asplenium ceterach L.,FALSE,Asplenium,ceterach,NA,Polypodiopsida,Polypodiales,Aspleniaceae,2650617,
Asplenium csikii,Asplenium csikii Kümmerle & András.,FALSE,Asplenium,csikii,NA,Polypodiopsida,Polypodiales,Aspleniaceae,4258792,
Asplenium fontanum fontanum,Asplenium fontanum fontanum (L.) Bernh.,FALSE,Asplenium,fontanum,fontanum,Polypodiopsida,Polypodiales,Aspleniaceae,2650702,
Asplenium foreziense,Asplenium foreziense Legrand ex Hérib.,FALSE,Asplenium,foreziense,NA,Polypodiopsida,Polypodiales,Aspleniaceae,8150126,
Asplenium hemionitis,Asplenium hemionitis L.,FALSE,Asplenium,hemionitis,NA,Polypodiopsida,Polypodiales,Aspleniaceae,7310665,
Asplenium hispanicum,Asplenium hispanicum (Coss.) Greuter & Burdet,FALSE,Asplenium,hispanicum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,4256117,
Asplenium majoricum,Asplenium majoricum Litard.,TRUE,Asplenium,majoricum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,7310803,
Asplenium marinum,Asplenium marinum L.,FALSE,Asplenium,marinum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,8377244,
Asplenium obovatum obovatum,Asplenium obovatum obovatum Viv.,FALSE,Asplenium,obovatum,obovatum,Polypodiopsida,Polypodiales,Aspleniaceae,7310610,
Asplenium obovatum protobillotii,"Asplenium obovatum protobillotii H.Demiriz, Viane & Reichst.",FALSE,Asplenium,obovatum,protobillotii,Polypodiopsida,Polypodiales,Aspleniaceae,7310610,
Asplenium onopteris,Asplenium onopteris L.,FALSE,Asplenium,onopteris,NA,Polypodiopsida,Polypodiales,Aspleniaceae,4258713,
Asplenium petrarchae bivalens,Asplenium petrarchae bivalens (D.E. Mey.) Lovis & Reichst.,TRUE,Asplenium,petrarchae,bivalens,Polypodiopsida,Polypodiales,Aspleniaceae,7310803,
Asplenium petrarchae petrarchae,Asplenium petrarchae petrarchae (Guérin) DC.,FALSE,Asplenium,petrarchae,petrarchae,Polypodiopsida,Polypodiales,Aspleniaceae,7310803,
Asplenium ruta-muraria ruta-muraria,Asplenium ruta-muraria ruta-muraria L.,FALSE,Asplenium,ruta-muraria,ruta-muraria,Polypodiopsida,Polypodiales,Aspleniaceae,2650625,
Asplenium sagittatum,Asplenium sagittatum (DC.) Bange,FALSE,Asplenium,sagittatum,NA,Polypodiopsida,Polypodiales,Aspleniaceae,7774915,
Asplenium scolopendrium,Asplenium scolopendrium L.,FALSE,Asplenium,scolopendrium,NA,Polypodiopsida,Polypodiales,Aspleniaceae,2650669,
Asplenium seelosii catalaunicum,Asplenium seelosii catalaunicum (O. Bolòs et Vigo) P. Monts.,TRUE,Asplenium,seelosii,catalaunicum,Polypodiopsida,Polypodiales,Aspleniaceae,4256468,
Asplenium septentrionale septentrionale,Asplenium septentrionale septentrionale (L.) Hoffm.,FALSE,Asplenium,septentrionale,septentrionale,Polypodiopsida,Polypodiales,Aspleniaceae,2650720,
Asplenium trichomanes hastatum,Asplenium trichomanes hastatum (Christ) S.Jess.,FALSE,Asplenium,trichomanes,hastatum,Polypodiopsida,Polypodiales,Aspleniaceae,10925715,
Asplenium trichomanes inexpectans,Asplenium trichomanes inexpectans Lovis,FALSE,Asplenium,trichomanes,inexpectans,Polypodiopsida,Polypodiales,Aspleniaceae,8184406,
Asplenium trichomanes quadrivalens,Asplenium trichomanes quadrivalens D.E. Mey.,FALSE,Asplenium,trichomanes,quadrivalens,Polypodiopsida,Polypodiales,Aspleniaceae,7650426,
Asplenium trichomanes trichomanes,Asplenium trichomanes trichomanes L.,FALSE,Asplenium,trichomanes,trichomanes,Polypodiopsida,Polypodiales,Aspleniaceae,8108066,
Asplenium viride,Asplenium viride Huds.,FALSE,Asplenium,viride,NA,Polypodiopsida,Polypodiales,Aspleniaceae,2650716,
Aster alpinus,Aster alpinus L.,FALSE,Aster,alpinus,NA,Magnoliopsida,Asterales,Asteraceae,5387396,
Aster aragonensis,Aster aragonensis Asso,TRUE,Aster,aragonensis,NA,Magnoliopsida,Asterales,Asteraceae,3091639,
Aster linosyris,Aster linosyris (L.) Bernh.,FALSE,Aster,linosyris,NA,Magnoliopsida,Asterales,Asteraceae,3091677,
Aster pyrenaeus,Aster pyrenaeus Desf. ex DC.,TRUE,Aster,pyrenaeus,NA,Magnoliopsida,Asterales,Asteraceae,3147132,
Aster sedifolius,Aster sedifolius L.,FALSE,Aster,sedifolius,NA,Magnoliopsida,Asterales,Asteraceae,3091620,
Aster tripolium,Aster tripolium L.,FALSE,Aster,tripolium,NA,Magnoliopsida,Asterales,Asteraceae,3098616,
Aster willkommii,Aster willkommii Sch.Bip. ex Willk.,TRUE,Aster,willkommii,NA,Magnoliopsida,Asterales,Asteraceae,7414230,
