NUMERIC REFERENCE,REFERENCE,CITATION,NUMBER OF OCCURRENCES
342,"López Jiménez, N., & García Muñoz, J. (2006). Coronopus navasii Pau (Brassicaceae) en el noroeste de Guadalajara (España). Conservación Vegetal. 10, 13 - 15. https://repositorio.uam.es/bitstream/handle/10486/665505/CV_10_6.pdf?sequence=1&isAllowed=y","López Jiménez, N., & García Muñoz, J. (2006). Coronopus navasii Pau (Brassicaceae) en el noroeste de Guadalajara (España). Conservación Vegetal. 10, 13 - 15. https://repositorio.uam.es/bitstream/handle/10486/665505/CV_10_6.pdf?sequence=1&isAllowed=y",2
343,"López Martínez, J., Rico, E., & Devesa, J. A. (2021). Castellia tuberculosa (Moris) Bor (Gramineae) nuevo taxón para Extremadura (España). Acta Botanica Malacitana, 46, 155-156.. https://doi.org/10.24310/abm.v46i.12984","López Martínez, J., Rico, E., & Devesa, J. A. (2021). Castellia tuberculosa (Moris) Bor (Gramineae) nuevo taxón para Extremadura (España). Acta Botanica Malacitana, 46, 155-156.. https://doi.org/10.24310/abm.v46i.12984",2
350,"Luceño, M., Quirós de la Peña, B., Sánchez-Villegas, R., Sánchez-Villegas, M., Estévez Rodríguez, F. & Martín-Bravo S. 2022. Discovery of a disjunct Iberian population and revision of the distribution of the Western Mediterra-nean endemic Carex olbiensis (Cyperaceae). Mediterr. Bot. 43. https://doi.org/10.5209/mbot.79186","Luceño, M., Quirós de la Peña, B., Sánchez-Villegas, R., Sánchez-Villegas, M., Estévez Rodríguez, F. & Martín-Bravo S. 2022. Discovery of a disjunct Iberian population and revision of the distribution of the Western Mediterra-nean endemic Carex olbiensis (Cyperaceae). Mediterr. Bot. 43. https://doi.org/10.5209/mbot.79186",2
355,MAF Herbarium,MAF Herbarium,2
361,"Martín Gil, T. & J. Rico Barroeta (2024). Dos novedades para la orquidoflora de la provincia de Valladolid. Flora Montiberica 89: 126-129.","Martín Gil, T. & J. Rico Barroeta (2024). Dos novedades para la orquidoflora de la provincia de Valladolid. Flora Montiberica 89: 126-129.",2
365,"Martínez-Sagarra, G. & Devesa, J.A.2023. A remarkably disjunct population of Valerianella multidentata (Caprifoliaceae) in the south of Spain. Mediterr. Bot. 44. https://doi.org/10.5209/mbot.81551","Martínez-Sagarra, G. & Devesa, J.A.2023. A remarkably disjunct population of Valerianella multidentata (Caprifoliaceae) in the south of Spain. Mediterr. Bot. 44. https://doi.org/10.5209/mbot.81551",2
385,"Mateo, G. (2023). Contribuciones a la flora del Sistema Ibérico, XVII. Flora Montiberica, (85), 103-105.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Mateo, G. (2023). Contribuciones a la flora del Sistema Ibérico, XVII. Flora Montiberica, (85), 103-105.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",2
392,"Mateo, G., del Egido Mazuelas, F., & García, F. G. (2022). Aportaciones al conocimiento del género Hieracium en España, XXXIII. Flora Montiberica, (82), 45-63.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf","Mateo, G., del Egido Mazuelas, F., & García, F. G. (2022). Aportaciones al conocimiento del género Hieracium en España, XXXIII. Flora Montiberica, (82), 45-63.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf",2
398,"Medina, L., & Aedo, C. (2021). Typification of the name Genista micrantha Gómez Ortega (Leguminosae). Phytotaxa, 528(1), 45-51.. https://doi.org/10.11646/phytotaxa.528.1.4","Medina, L., & Aedo, C. (2021). Typification of the name Genista micrantha Gómez Ortega (Leguminosae). Phytotaxa, 528(1), 45-51.. https://doi.org/10.11646/phytotaxa.528.1.4",2
422,"Pérez Carro, F. J. , & Fernández Areces, M. P. (2021). Aportaciones al conocimiento de especies hibridógenas del género Asplenium en España. Flora Montiberica, (81), 25-39.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Pérez Carro, F. J. , & Fernández Areces, M. P. (2021). Aportaciones al conocimiento de especies hibridógenas del género Asplenium en España. Flora Montiberica, (81), 25-39.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",2
432,"Pilarte, X. R., & Iturriza, J. E. (1998). Primera cita del alcornoque (Quercus suber, L.) en el extremo oriental de Mendizorrotz (Donostia, Guipuzcoa). Munibe Ciencias Naturales. Natur zientziak, (50), 107-108.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1998107107CN.pdf","Pilarte, X. R., & Iturriza, J. E. (1998). Primera cita del alcornoque (Quercus suber, L.) en el extremo oriental de Mendizorrotz (Donostia, Guipuzcoa). Munibe Ciencias Naturales. Natur zientziak, (50), 107-108.. https://www.aranzadi.eus/fileadmin/docs/Munibe/1998107107CN.pdf",2
437,"POZO, R. DEL, FERNÁNDEZ-ALÁEZ, M. & FERNÁNDEZ-ALÁEZ C. (2012) Composición de las comunidades de macrófitos y establecimiento del estado de conservación de charcas y lagunas de la Depresión del Duero (Noroeste de España) en base a criterios botánicos. Limnetica 31 (1): 47-58.","POZO, R. DEL, FERNÁNDEZ-ALÁEZ, M. & FERNÁNDEZ-ALÁEZ C. (2012) Composición de las comunidades de macrófitos y establecimiento del estado de conservación de charcas y lagunas de la Depresión del Duero (Noroeste de España) en base a criterios botánicos. Limnetica 31 (1): 47-58.",2
440,"Pyke, S. (2022). Lawn flora in two Spanish Mediterranean cities. Flora Montiberica, (82), 15-21.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf","Pyke, S. (2022). Lawn flora in two Spanish Mediterranean cities. Flora Montiberica, (82), 15-21.. http://www.floramontiberica.org/FM/Flora_Montiberica82.pdf",2
441,"Raab-Straube, E. von, & Raus, T. (2021). Euro+Med-Checklist Notulae, 14. Willdenowia, 51(3), 355-369. https://doi.org/10.3372/wi.51.51304","Raab-Straube, E. von, & Raus, T. (2021). Euro+Med-Checklist Notulae, 14. Willdenowia, 51(3), 355-369. https://doi.org/10.3372/wi.51.51304",2
447,"Robles Domínguez, E., & Becerra Parra, M. (2021). Contribución al conocimiento de la orquideoflora de la Comunidad Foral de Navarra (Noreste de la Península Ibérica). Acta Botanica Malacitana, 46, 21-30. . https://doi.org/10.24310/abm.v46i.10589","Robles Domínguez, E., & Becerra Parra, M. (2021). Contribución al conocimiento de la orquideoflora de la Comunidad Foral de Navarra (Noreste de la Península Ibérica). Acta Botanica Malacitana, 46, 21-30. . https://doi.org/10.24310/abm.v46i.10589",2
463,"Roselló, R., Ferrer-Gallego, P. P., Gómez, J., Laguna, E., & Peris, J. B. (2021) Nuevas Aportaciones Ensideritis Tragoriganum Lag.(Labiatae). Flora Montiberica, (81), 91-100.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf","Roselló, R., Ferrer-Gallego, P. P., Gómez, J., Laguna, E., & Peris, J. B. (2021) Nuevas Aportaciones Ensideritis Tragoriganum Lag.(Labiatae). Flora Montiberica, (81), 91-100.. http://www.floramontiberica.org/FM/Flora_Montiberica81.pdf",2
476,"Sánchez Gracia, M. (2021). Las especies de Astragalus sect. Platyglottis en España: relaciones filogenéticas, biogeografía y conservación. TFG. Universidad Autónoma de Madrid.","Sánchez Gracia, M. (2021). Las especies de Astragalus sect. Platyglottis en España: relaciones filogenéticas, biogeografía y conservación. TFG. Universidad Autónoma de Madrid.",2
480,"Sanz, J. M. C., & Aquillué, J. L. (2022). Aportaciones a la orquidoflora de la comarca de la Hoya de Huesca. Flora Montiberica, (83), 11-18.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf","Sanz, J. M. C., & Aquillué, J. L. (2022). Aportaciones a la orquidoflora de la comarca de la Hoya de Huesca. Flora Montiberica, (83), 11-18.. http://www.floramontiberica.org/FM/Flora_Montiberica85.pdf",2
488,"Serra Laliga, L., & Martí, E. (2021). Situación actual de Argyrolobium uniflorum (Decne) Jaub. & Spach en la Comunidad Valenciana. Flora Montiberica, (80), 40-43.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf","Serra Laliga, L., & Martí, E. (2021). Situación actual de Argyrolobium uniflorum (Decne) Jaub. & Spach en la Comunidad Valenciana. Flora Montiberica, (80), 40-43.. http://www.floramontiberica.org/FM/Flora_Montiberica80.pdf",2
494,"Smith, G. F., & Monro, A. M. (2022). Notes on the nomenclature and taxonomy of Chiastophyllum and Umbilicus oppositifolius (≡ Cotyledon oppositifolia,≡ Chiastophyllum oppositifolium)(Crassulaceae subfam. Sempervivoideae). Phytotaxa, 564(2), 239-247.. https://doi.org/10.11646/phytotaxa.564.2.7","Smith, G. F., & Monro, A. M. (2022). Notes on the nomenclature and taxonomy of Chiastophyllum and Umbilicus oppositifolius (≡ Cotyledon oppositifolia,≡ Chiastophyllum oppositifolium)(Crassulaceae subfam. Sempervivoideae). Phytotaxa, 564(2), 239-247.. https://doi.org/10.11646/phytotaxa.564.2.7",2
208,"Carapeto, A. & J. Serafim (2024). Verbascum  rotundifoliumsubsp. haenseleri(Boiss.) Murb. (Scrophulariaceae), an overlooked taxon in the Portuguese flora. Acta Bot. Malacitana 49: 156-160.. DOI: https://doi.org/10.24310/abm.49.2024.19425","Carapeto, A. & J. Serafim (2024). Verbascum  rotundifoliumsubsp. haenseleri(Boiss.) Murb. (Scrophulariaceae), an overlooked taxon in the Portuguese flora. Acta Bot. Malacitana 49: 156-160.. DOI: https://doi.org/10.24310/abm.49.2024.19425",1
210,"Carballeira Coego, R. (2014). New record of the critically endangered species Hydrocharis morsus-ranae L. in the Iberian Peninsula: a breath of life. Flora Montiberica 90: 77-81","Carballeira Coego, R. (2014). New record of the critically endangered species Hydrocharis morsus-ranae L. in the Iberian Peninsula: a breath of life. Flora Montiberica 90: 77-81",1
229,"CIRUJANO, S. & SANTIAGO, N.F. (2000). Caracterización botánica de la laguna de Valdemudo (Becerril de Campos, Palencia).","CIRUJANO, S. & SANTIAGO, N.F. (2000). Caracterización botánica de la laguna de Valdemudo (Becerril de Campos, Palencia).",1
246,"Diez, M. J., Valdés, B., & Pastor, J. E. (1985). Contribución a la palinología de Liliaceae en Andalucía Occidental (excepto subfamilias Scilloideae y Allioideae).","Diez, M. J., Valdés, B., & Pastor, J. E. (1985). Contribución a la palinología de Liliaceae en Andalucía Occidental (excepto subfamilias Scilloideae y Allioideae).",1
259,"Ferrer Gallego, P.P., R. Roselló, E. Laguna, R. Barrero & J.B. Peris (2024). Sobre la presencia de Limonium majus (boiss.) Erben (Plumbaginaceae) en la Comunidad Valenciana y su consecuencia para la flora protegida. Flora Montiberica 90: 125-128.","Ferrer Gallego, P.P., R. Roselló, E. Laguna, R. Barrero & J.B. Peris (2024). Sobre la presencia de Limonium majus (boiss.) Erben (Plumbaginaceae) en la Comunidad Valenciana y su consecuencia para la flora protegida. Flora Montiberica 90: 125-128.",1
260,"Ferrez-Gallego, P. P., Ferrando-Pardo, I., Navarro, A., Gómez-Serrano, M. A., Cardà, J., & Laguna, E. (2023). Una nueva población disyunta de Limonium perplexum contribuye considerablemente a la recuperación de esta especie en la Comunidad Valenciana. Flora Montibérica, 85. 114-119.","Ferrez-Gallego, P. P., Ferrando-Pardo, I., Navarro, A., Gómez-Serrano, M. A., Cardà, J., & Laguna, E. (2023). Una nueva población disyunta de Limonium perplexum contribuye considerablemente a la recuperación de esta especie en la Comunidad Valenciana. Flora Montibérica, 85. 114-119.",1
287,"García Cardo, O. & J.M. García Cardo (2023). Succisella andreae-molinae Pajarón & Escudero, otro endemismo bético descubierto en la Serranía de Cuenca. Flora Montiberica 87: 125-127","García Cardo, O. & J.M. García Cardo (2023). Succisella andreae-molinae Pajarón & Escudero, otro endemismo bético descubierto en la Serranía de Cuenca. Flora Montiberica 87: 125-127",1
999,Global Biodiversity Information Facility,Global Biodiversity Information Facility,1
309,"González García, V., L. Carlón, Á. Argüelles Longo & B. Jiménez Alfaro (2024) Orchis spitzelii Saut. ex W.D.J. Koch en Asturias y su delimitación frente a O. cazorlensis Lacaita en la Península Ibérica. Flora Montiberica 90: 38-42","González García, V., L. Carlón, Á. Argüelles Longo & B. Jiménez Alfaro (2024) Orchis spitzelii Saut. ex W.D.J. Koch en Asturias y su delimitación frente a O. cazorlensis Lacaita en la Península Ibérica. Flora Montiberica 90: 38-42",1
353,"MA Herbarium, FAME (2021)","MA Herbarium, FAME (2021)",1
397,"Medina Gavilán, J.L. (2024). Nueva localidad de Narcissus miniatus Donn.-Morg., Koop. & Zonn., en el límite occidental de su distribución. Flora Montiberica 89: 99-104.","Medina Gavilán, J.L. (2024). Nueva localidad de Narcissus miniatus Donn.-Morg., Koop. & Zonn., en el límite occidental de su distribución. Flora Montiberica 89: 99-104.",1
400,"MGC 51999, Becerra & Robles (2007)","MGC 51999, Becerra & Robles (2007)",1
407,Moreno & Soriano (1989),Moreno & Soriano (1989),1
408,"Moreno & Soriano (1989), Becerra & Robles (2007), SEV 82487 (1964)","Moreno & Soriano (1989), Becerra & Robles (2007), SEV 82487 (1964)",1
429,"Perille, M., E. Martínez Veiga, I. Rodríguez-Buján & E. Sahuquillo (2021). Novedades del género Ophrys para Galicia: Ophrys lutea (Gouan) Cav. y Ophrys tenthredinifera Willd. Nova acta Cien. Compostelana 31: Notas breves, Páginas 1-6. https://doi.org/10.15304/nacc.id9870","Perille, M., E. Martínez Veiga, I. Rodríguez-Buján & E. Sahuquillo (2021). Novedades del género Ophrys para Galicia: Ophrys lutea (Gouan) Cav. y Ophrys tenthredinifera Willd. Nova acta Cien. Compostelana 31: Notas breves, Páginas 1-6. https://doi.org/10.15304/nacc.id9870",1
438,"Puente, J. (2012). Algunas plantas interesantes para la flora de Aragón, IV. Flora Montiberica 53: 99-108","Puente, J. (2012). Algunas plantas interesantes para la flora de Aragón, IV. Flora Montiberica 53: 99-108",1
446,"Robles-Domínguez, E., M. Becerra-Parra, D. Quintana-Pozo, J.A. Díaz-Romera, J.C. Huertas-Sánchez & F. Sánchez-Ochoa (2024). Notas  sobre  orquídeas  silvestres  de  Andalucía Oriental (sur de España). Acta Bot. Malacitana 49: 221-236.. DOI: https://doi.org/10.24310/abm.49.2024.20554","Robles-Domínguez, E., M. Becerra-Parra, D. Quintana-Pozo, J.A. Díaz-Romera, J.C. Huertas-Sánchez & F. Sánchez-Ochoa (2024). Notas  sobre  orquídeas  silvestres  de  Andalucía Oriental (sur de España). Acta Bot. Malacitana 49: 221-236.. DOI: https://doi.org/10.24310/abm.49.2024.20554",1
454,"Rodríguez-Guitián (2023). Nota 10 en Rodríguez-Guitián, Amigo, Bueno, Herrera y Loidi (Editores), Notas sobre el Catálogo de comunidades de plantas vasculares de los territorios iberoatlánticos (II). Naturalia Cantabricae 10(3): 29-60.","Rodríguez-Guitián (2023). Nota 10 en Rodríguez-Guitián, Amigo, Bueno, Herrera y Loidi (Editores), Notas sobre el Catálogo de comunidades de plantas vasculares de los territorios iberoatlánticos (II). Naturalia Cantabricae 10(3): 29-60.",1
456,"Rodríguez Garcia A.; García Cayón L. ; Ruiz de Gopegui J.A. ;García González M.E. ; Alonso-Redondo R.; Alfaro Saiz . Gonzáles ; Raquel Alonso-Redondo ; Estrella Alfaro Saiz. Nuevos datos sobre la distribución de Draba hispanica subsp. lebrunii P. Monts. en la Cordillera Cantábrica oriental. Xe Coll. int. Bot. pyrénéo-cantabrique, 157–162. https://biblio.cbnpmp.fr/index.php?lvl=notice_display&id=151299&seule=1","Rodríguez Garcia A.; García Cayón L. ; Ruiz de Gopegui J.A. ;García González M.E. ; Alonso-Redondo R.; Alfaro Saiz . Gonzáles ; Raquel Alonso-Redondo ; Estrella Alfaro Saiz. Nuevos datos sobre la distribución de Draba hispanica subsp. lebrunii P. Monts. en la Cordillera Cantábrica oriental. Xe Coll. int. Bot. pyrénéo-cantabrique, 157–162. https://biblio.cbnpmp.fr/index.php?lvl=notice_display&id=151299&seule=1",1
495,"Solanas, F. C. S., Latorre, A. V. P., & Cabezudo, B. (2019). Novedades para la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España). Acta Botanica Malacitana, 44, 117-124.","Solanas, F. C. S., Latorre, A. V. P., & Cabezudo, B. (2019). Novedades para la flora vascular del Espacio Natural Sierra de las Nieves (Málaga, España). Acta Botanica Malacitana, 44, 117-124.",1
