"Taxon","UTM10x10","UTM1x1","Ref"
"Acer monspessulanum monspessulanum","30TWK73","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK78","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK75","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK79","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK77","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK95","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK96","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK97","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK98","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK99","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK15","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK16","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK14","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK17","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK53","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TWK13","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK43","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK15","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK13","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK06","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK14","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK07","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK05","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK03","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK04","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK35","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK33","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK24","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK34","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK25","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30TXK23","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SWJ87","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SWJ77","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SXJ19","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SXJ39","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SXJ29","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SWK62","---","García Cardo et al., 2020"
"Acer monspessulanum monspessulanum","30SWK61","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30SXK22","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK69","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK59","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK68","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK85","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK86","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK87","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK89","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK76","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK78","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK75","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK79","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK77","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK95","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK96","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK97","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK98","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TWK99","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TXK15","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TXK06","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TXK33","---","García Cardo et al., 2020"
"Achnatherum calamagrostis","30TXK24","---","García Cardo et al., 2020"
"Alnus glutinosa","30SXK12","---","García Cardo et al., 2020"
"Anthyllis lagascana","30SWJ75","---","García Cardo et al., 2020"
"Apium repens","30TWK78","---","García Cardo et al., 2020"
"Apium repens","30TWK95","---","García Cardo et al., 2020"
"Apium repens","30TWK97","---","García Cardo et al., 2020"
"Apium repens","30TWK98","---","García Cardo et al., 2020"
"Apium repens","30TXK15","---","García Cardo et al., 2020"
"Apium repens","30TXK06","---","García Cardo et al., 2020"
"Apium repens","30TXK07","---","García Cardo et al., 2020"
"Apium repens","30TXK05","---","García Cardo et al., 2020"
"Apium repens","30SWK72","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK11","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK12","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK41","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK02","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK40","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK30","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK20","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK50","---","García Cardo et al., 2020"
"Arbutus unedo","30SXK51","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK67","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK69","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK59","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK68","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK53","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK58","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK83","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK73","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK77","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ27","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK16","---","García Cardo et al., 2020"
"Arbutus unedo","30TWK17","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ19","---","García Cardo et al., 2020"
"Arbutus unedo","30SWJ79","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ16","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ26","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ29","---","García Cardo et al., 2020"
"Arbutus unedo","30SXJ28","---","García Cardo et al., 2020"
"Arbutus unedo","30SWK32","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK72","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK92","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK02","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SVK92","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK12","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK22","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK32","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK42","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SXJ16","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ66","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ26","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ97","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ17","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ77","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ88","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ68","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ58","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ38","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ08","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ69","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ59","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ49","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ39","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWJ29","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK80","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK50","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK40","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK30","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK20","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK61","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK31","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK21","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK11","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SVK91","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30SWK01","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK37","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK33","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK34","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK35","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK36","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK65","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK63","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK67","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK64","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK66","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK54","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK55","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK56","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK57","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK58","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK76","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK73","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK46","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK47","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK04","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK05","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK27","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK03","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK23","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK26","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK24","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK25","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK15","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK16","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK14","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK17","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TWK13","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TVK83","---","García Cardo et al., 2020"
"Arenaria cavanillesiana","30TVK93","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK02","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK12","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK52","---","García Cardo et al., 2020"
"Arenaria favargeri","30SXJ16","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ26","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ17","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ78","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ38","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ28","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ89","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ59","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWJ49","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK70","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK20","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK81","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK61","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK41","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK31","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK21","---","García Cardo et al., 2020"
"Arenaria favargeri","30SWK01","---","García Cardo et al., 2020"
"Arenaria favargeri","30TWK53","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TXK06","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK93","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK84","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK85","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK86","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK87","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK83","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK78","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK79","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK95","---","García Cardo et al., 2020"
"Arenaria vitoriana","30TWK96","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK12","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXJ39","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK40","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK30","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK41","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK31","---","García Cardo et al., 2020"
"Armeria trachyphylla","30SXK21","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TXK06","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TXK05","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK65","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK64","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK68","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK94","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK84","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK85","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK86","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK87","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK88","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK89","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK74","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK83","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK76","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK73","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK78","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK75","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK79","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK77","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK95","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK96","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK97","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWK98","---","García Cardo et al., 2020"
"Armeria trachyphylla","30TWL70","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK12","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK40","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK51","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK41","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK31","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK21","---","García Cardo et al., 2020"
"Asplenium foreziense","30SXK11","---","García Cardo et al., 2020"
"Asplenium foreziense","30TXK04","---","García Cardo et al., 2020"
"Astragalus depressus","30TXK15","---","García Cardo et al., 2020"
"Astragalus depressus","30TXK06","---","García Cardo et al., 2020"
"Astragalus depressus","30TXK07","---","García Cardo et al., 2020"
"Astragalus depressus","30TXK05","---","García Cardo et al., 2020"
