"Taxon","UTM10x10","UTM1x1","Ref"
"Juniperus thurifera","30TXK34","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK25","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK23","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK03","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK04","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK35","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK33","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK06","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK14","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK07","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK05","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK16","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK43","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK15","---","García Cardo et al., 2020"
"Juniperus thurifera","30TXK13","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK66","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK65","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK63","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK55","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK56","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK57","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK58","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK74","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK83","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK76","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK73","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK86","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK87","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK88","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK89","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK93","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK94","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK84","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK85","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK47","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK49","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK99","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK43","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK95","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK96","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK97","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK98","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK78","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK75","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK79","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK77","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK16","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK59","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK68","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK53","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK67","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK64","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWK69","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWL70","---","García Cardo et al., 2020"
"Juniperus thurifera","30TWL60","---","García Cardo et al., 2020"
"Laserpitium siler","30TXK06","---","García Cardo et al., 2020"
"Laserpitium siler","30TXK07","---","García Cardo et al., 2020"
"Laserpitium siler","30TXK05","---","García Cardo et al., 2020"
"Laserpitium siler","30TXK15","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK76","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK86","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK87","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK88","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK89","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK85","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK96","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK97","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK98","---","García Cardo et al., 2020"
"Laserpitium siler","30TWK78","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK72","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK02","---","García Cardo et al., 2020"
"Lepidium cardamines","30SVK92","---","García Cardo et al., 2020"
"Lepidium cardamines","30SVK82","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK22","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK32","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ15","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ26","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ16","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ47","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ27","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ57","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ68","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ58","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ48","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ38","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ69","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ59","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ49","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWJ39","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK70","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK30","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK31","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK21","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK11","---","García Cardo et al., 2020"
"Lepidium cardamines","30SVK91","---","García Cardo et al., 2020"
"Lepidium cardamines","30SWK01","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK66","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK35","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK36","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK65","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK63","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK37","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK33","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK55","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK56","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK57","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK73","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK45","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK24","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK25","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK27","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK03","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK23","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK26","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK04","---","García Cardo et al., 2020"
"Lepidium cardamines","30TWK54","---","García Cardo et al., 2020"
"Lepidium cardamines","30TVK83","---","García Cardo et al., 2020"
"Lepidium cardamines","30TVK93","---","García Cardo et al., 2020"
"Limonium costae","30SWJ15","---","García Cardo et al., 2020"
"Limonium costae","30SWJ16","---","García Cardo et al., 2020"
"Limonium costae","30SWJ27","---","García Cardo et al., 2020"
"Limonium costae","30SWK30","---","García Cardo et al., 2020"
"Limonium costae","30SWK21","---","García Cardo et al., 2020"
"Limonium latebracteatum","30SWJ27","---","García Cardo et al., 2020"
"Limonium latebracteatum","30SWJ17","---","García Cardo et al., 2020"
"Limonium lobetanicum","30SXJ26","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK35","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK36","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK34","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK57","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK24","---","García Cardo et al., 2020"
"Limonium mateoi","30TWK25","---","García Cardo et al., 2020"
"Limonium supinum","30SXJ27","---","García Cardo et al., 2020"
"Limonium supinum","30SXJ28","---","García Cardo et al., 2020"
"Limonium supinum","30SXJ29","---","García Cardo et al., 2020"
"Limonium toletanum","30SWJ15","---","García Cardo et al., 2020"
"Limonium toletanum","30SWJ36","---","García Cardo et al., 2020"
"Limonium toletanum","30TWK04","---","García Cardo et al., 2020"
"Limonium toletanum","30TVK93","---","García Cardo et al., 2020"
"Listera ovata","30SXK12","---","García Cardo et al., 2020"
"Listera ovata","30SXK40","---","García Cardo et al., 2020"
"Listera ovata","30SXK30","---","García Cardo et al., 2020"
"Listera ovata","30TXK24","---","García Cardo et al., 2020"
"Listera ovata","30TXK04","---","García Cardo et al., 2020"
"Listera ovata","30TXK33","---","García Cardo et al., 2020"
"Listera ovata","30TXK06","---","García Cardo et al., 2020"
"Listera ovata","30TXK14","---","García Cardo et al., 2020"
"Listera ovata","30TXK07","---","García Cardo et al., 2020"
"Listera ovata","30TXK05","---","García Cardo et al., 2020"
"Listera ovata","30TXK16","---","García Cardo et al., 2020"
"Listera ovata","30TXK15","---","García Cardo et al., 2020"
"Listera ovata","30TXK13","---","García Cardo et al., 2020"
"Listera ovata","30TWK83","---","García Cardo et al., 2020"
"Listera ovata","30TWK73","---","García Cardo et al., 2020"
"Listera ovata","30TWK86","---","García Cardo et al., 2020"
"Listera ovata","30TWK87","---","García Cardo et al., 2020"
"Listera ovata","30TWK88","---","García Cardo et al., 2020"
"Listera ovata","30TWK89","---","García Cardo et al., 2020"
"Listera ovata","30TWK93","---","García Cardo et al., 2020"
"Listera ovata","30TWK84","---","García Cardo et al., 2020"
"Listera ovata","30TWK85","---","García Cardo et al., 2020"
"Listera ovata","30TWK99","---","García Cardo et al., 2020"
"Listera ovata","30TWK95","---","García Cardo et al., 2020"
"Listera ovata","30TWK96","---","García Cardo et al., 2020"
"Listera ovata","30TWK97","---","García Cardo et al., 2020"
"Listera ovata","30TWK98","---","García Cardo et al., 2020"
"Listera ovata","30TWK78","---","García Cardo et al., 2020"
"Listera ovata","30TWK79","---","García Cardo et al., 2020"
"Listera ovata","30TWK77","---","García Cardo et al., 2020"
"Listera ovata","30TWK68","---","García Cardo et al., 2020"
"Littorella uniflora","30SXK41","---","García Cardo et al., 2020"
"Littorella uniflora","30SXK21","---","García Cardo et al., 2020"
"Littorella uniflora","30TWK98","---","García Cardo et al., 2020"
"Lonicera splendida","30SWJ98","---","García Cardo et al., 2020"
"Lonicera splendida","30SXJ49","---","García Cardo et al., 2020"
"Lonicera splendida","30SXJ39","---","García Cardo et al., 2020"
"Lonicera splendida","30SXJ29","---","García Cardo et al., 2020"
"Lonicera splendida","30SXJ19","---","García Cardo et al., 2020"
"Lonicera splendida","30SXK00","---","García Cardo et al., 2020"
"Lonicera splendida","30SXK10","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWK62","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWK92","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWK32","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ15","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ66","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ56","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ16","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ27","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ17","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ67","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ68","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWJ69","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SXK01","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWK91","---","García Cardo et al., 2020"
"Lythrum flexuosum","30SWK21","---","García Cardo et al., 2020"
"Lythrum flexuosum","30TWK33","---","García Cardo et al., 2020"
"Lythrum flexuosum","30TWK34","---","García Cardo et al., 2020"
"Lythrum flexuosum","30TWK44","---","García Cardo et al., 2020"
"Lythrum flexuosum","30TWK43","---","García Cardo et al., 2020"
"Malus sylvestris","30TXK04","---","García Cardo et al., 2020"
"Malus sylvestris","30TXK06","---","García Cardo et al., 2020"
"Malus sylvestris","30TXK05","---","García Cardo et al., 2020"
"Malus sylvestris","30TXK15","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK87","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK88","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK94","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK85","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK95","---","García Cardo et al., 2020"
"Malus sylvestris","30TWK79","---","García Cardo et al., 2020"
"Marsilea strigosa","30SXJ05","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ95","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ85","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ75","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ96","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ86","---","García Cardo et al., 2020"
"Marsilea strigosa","30SWJ76","---","García Cardo et al., 2020"
"Mentha arvensis","30TXK06","---","García Cardo et al., 2020"
"Mentha arvensis","30TXK07","---","García Cardo et al., 2020"
"Mentha arvensis","30TXK05","---","García Cardo et al., 2020"
"Mentha arvensis","30TXK16","---","García Cardo et al., 2020"
"Mentha arvensis","30TXK15","---","García Cardo et al., 2020"
"Mentha arvensis","30TWK96","---","García Cardo et al., 2020"
"Mentha arvensis","30TWK97","---","García Cardo et al., 2020"
"Mentha arvensis","30TWK67","---","García Cardo et al., 2020"
"Monotropa hypopitys","30SXK12","---","García Cardo et al., 2020"
"Monotropa hypopitys","30SWJ76","---","García Cardo et al., 2020"
"Monotropa hypopitys","30SXK30","---","García Cardo et al., 2020"
"Monotropa hypopitys","30SXK21","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TXK23","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TXK04","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TXK06","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TXK05","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TXK15","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK65","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK83","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK73","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK86","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK87","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK89","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK84","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK85","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK95","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK96","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK97","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK98","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK78","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK75","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK79","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK68","---","García Cardo et al., 2020"
"Monotropa hypopitys","30TWK69","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30SXK32","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30SWK82","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30SWK42","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30SXJ29","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30TWK88","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30TWK78","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30TWK68","---","García Cardo et al., 2020"
"Myriophyllum verticillatum","30TWK69","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TXK06","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TXK14","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK83","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK76","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK86","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK87","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK89","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK84","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK85","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK44","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK95","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK96","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK98","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK78","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK75","---","García Cardo et al., 2020"
"Neottia nidus-avis","30TWK79","---","García Cardo et al., 2020"
"Nymphaea alba","30TWK88","---","García Cardo et al., 2020"
"Nymphaea alba","30TWK78","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30SXK12","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30SWJ89","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TXK06","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TXK05","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK65","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK74","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK86","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK94","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK84","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK85","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK95","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK75","---","García Cardo et al., 2020"
"Ophioglossum azoricum","30TWK77","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30SWK72","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30SWJ99","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30SWJ89","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30SXK01","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TXK06","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TXK14","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TXK05","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TXK16","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TXK15","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK86","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK87","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK88","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK89","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK94","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK84","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK99","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK97","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK78","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK79","---","García Cardo et al., 2020"
"Ophioglossum vulgatum","30TWK69","---","García Cardo et al., 2020"
"Oreochloa confusa","30TXK06","---","García Cardo et al., 2020"
"Oreochloa confusa","30TXK07","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK84","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK85","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK74","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK83","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK86","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK96","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK97","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK98","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK78","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK75","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK79","---","García Cardo et al., 2020"
"Oreochloa confusa","30TWK69","---","García Cardo et al., 2020"
"Parnassia palustris","30SXK40","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK06","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK14","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK07","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK05","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK16","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK15","---","García Cardo et al., 2020"
"Parnassia palustris","30TXK04","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK94","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK84","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK85","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK86","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK87","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK88","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK95","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK96","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK97","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK98","---","García Cardo et al., 2020"
"Parnassia palustris","30TWK77","---","García Cardo et al., 2020"
"Phillyrea latifolia","30SXK50","---","García Cardo et al., 2020"
"Phillyrea latifolia","30SXK51","---","García Cardo et al., 2020"
"Pimpinella major","30TXK06","---","García Cardo et al., 2020"
"Pimpinella major","30TXK05","---","García Cardo et al., 2020"
"Pimpinella major","30TWK87","---","García Cardo et al., 2020"
"Pimpinella major","30TWK95","---","García Cardo et al., 2020"
"Pimpinella major","30TWK96","---","García Cardo et al., 2020"
"Pimpinella major","30TWK98","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TXK33","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK85","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK83","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK76","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK73","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK87","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK89","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK95","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK96","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK98","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK78","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK79","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK77","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK68","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK67","---","García Cardo et al., 2020"
"Pinguicula casperiana","30TWK69","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK06","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK07","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK05","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK16","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK15","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TXK04","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK94","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK84","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK85","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK86","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK87","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK88","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK95","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK96","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK97","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK98","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK79","---","García Cardo et al., 2020"
"Platanthera algeriensis","30TWK77","---","García Cardo et al., 2020"
"Platanthera bifolia","30SXK40","---","García Cardo et al., 2020"
"Platanthera bifolia","30SXK30","---","García Cardo et al., 2020"
"Platanthera bifolia","30TWK87","---","García Cardo et al., 2020"
"Platanthera bifolia","30TWK78","---","García Cardo et al., 2020"
"Platanthera chlorantha","30TXK06","---","García Cardo et al., 2020"
"Platanthera chlorantha","30TWK85","---","García Cardo et al., 2020"
"Platanthera chlorantha","30TWK74","---","García Cardo et al., 2020"
"Platanthera chlorantha","30TWK79","---","García Cardo et al., 2020"
"Polygonum mite","30TWK95","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK84","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK85","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK83","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK86","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK95","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK96","---","García Cardo et al., 2020"
"Polystichum aculeatum","30TWK79","---","García Cardo et al., 2020"
"Populus tremula","30SXK40","---","García Cardo et al., 2020"
"Populus tremula","30SXK51","---","García Cardo et al., 2020"
"Populus tremula","30TXK06","---","García Cardo et al., 2020"
"Populus tremula","30TXK05","---","García Cardo et al., 2020"
"Populus tremula","30TXK15","---","García Cardo et al., 2020"
"Populus tremula","30TXK04","---","García Cardo et al., 2020"
"Populus tremula","30TWK94","---","García Cardo et al., 2020"
"Populus tremula","30TWK85","---","García Cardo et al., 2020"
"Populus tremula","30TWK86","---","García Cardo et al., 2020"
"Populus tremula","30TWK87","---","García Cardo et al., 2020"
"Populus tremula","30TWK88","---","García Cardo et al., 2020"
"Populus tremula","30TWK89","---","García Cardo et al., 2020"
"Populus tremula","30TWK95","---","García Cardo et al., 2020"
"Populus tremula","30TWK96","---","García Cardo et al., 2020"
"Populus tremula","30TWK97","---","García Cardo et al., 2020"
"Populus tremula","30TWK98","---","García Cardo et al., 2020"
"Populus tremula","30TWK78","---","García Cardo et al., 2020"
"Populus tremula","30TWK79","---","García Cardo et al., 2020"
"Populus tremula","30TWK99","---","García Cardo et al., 2020"
"Populus tremula","30TWK68","---","García Cardo et al., 2020"
"Populus tremula","30TWL70","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK62","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK82","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK92","---","García Cardo et al., 2020"
"Prunus mahaleb","30SXK12","---","García Cardo et al., 2020"
"Prunus mahaleb","30SXK40","---","García Cardo et al., 2020"
"Prunus mahaleb","30SXJ19","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK70","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK81","---","García Cardo et al., 2020"
"Prunus mahaleb","30SWK41","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK06","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK14","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK07","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK05","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK16","---","García Cardo et al., 2020"
"Prunus mahaleb","30TXK15","---","García Cardo et al., 2020"
