"Resultados de pesquisa Flora-On";"3503 taxa"
"Data de consulta:";"18/02/2025"
"Território:";"Portugal Continental"
"Citação:";". 2025. Todas as espécies existentes em Portugal Continental - elenco florístico. Flora-On: Flora de Portugal interactiva. Sociedade Portuguesa de Botânica.";"Recurso em http://www.flora-on.pt/#1todas.";"Acedido em 18/02/2025"
"Por favor cite o Flora-On sempre que usar os dados"
"Link para esta pesquisa:";"https://flora-on.pt/#1todas"

"Pesquisa realizada:";"Todas as espécies existentes em Portugal Continental"
"Colaboradores que forneceram dados:";""

"Taxa correspondentes à pesquisa"
"Família";"Taxon";"Grau de endemismo";"Naturalidade";"Anexos DL 49/2005";"Categoria IUCN de risco de extinção";"Tipo biológico";"Nº de quadrículas";"Observadores na área"
"Caryophyllaceae";"Herniaria algarvica";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"EN";"Terófito";5;""
"Caryophyllaceae";"Herniaria ciliolata subsp. robusta";"Autóctone";"";"";"";"Caméfito";26;""
"Caryophyllaceae";"Herniaria cinerea";"Autóctone";"";"";"";"Terófito";3;""
"Caryophyllaceae";"Herniaria glabra var. glaberrima";"Autóctone";"";"";"";"Terófito,Hemicriptófito";1;""
"Caryophyllaceae";"Herniaria glabra var. setulosa";"Autóctone";"";"";"";"Terófito,Hemicriptófito";1;""
"Caryophyllaceae";"Herniaria glabra";"";"";"";"";"Terófito,Hemicriptófito";18;""
"Caryophyllaceae";"Herniaria hirsuta subsp. hirsuta";"Autóctone";"";"";"";"Terófito";0;""
"Caryophyllaceae";"Herniaria lusitanica subsp. berlengiana";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"EN";"Hemicriptófito,Terófito";1;""
"Caryophyllaceae";"Herniaria lusitanica subsp. lusitanica";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";23;""
"Caryophyllaceae";"Herniaria lusitanica";"";"";"";"";"Hemicriptófito,Terófito";39;""
"Caryophyllaceae";"Herniaria maritima";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Hemicriptófito";27;""
"Caryophyllaceae";"Herniaria scabrida subsp. guadarramica";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";0;""
"Caryophyllaceae";"Herniaria scabrida subsp. scabrida";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";68;""
"Caryophyllaceae";"Herniaria scabrida";"";"";"";"";"Hemicriptófito";91;""
"Caryophyllaceae";"Holosteum umbellatum";"Autóctone";"";"";"";"Terófito";11;""
"Caryophyllaceae";"Honckenya peploides";"Autóctone";"";"";"";"Hemicriptófito";10;""
"Caryophyllaceae";"Illecebrum verticillatum";"Autóctone";"";"";"";"Terófito";310;""
"Caryophyllaceae";"Loeflingia baetica";"Autóctone";"";"";"";"Terófito";25;""
"Caryophyllaceae";"Loeflingia hispanica";"Autóctone";"";"";"";"Terófito";6;""
"Caryophyllaceae";"Lychnis flos-cuculi subsp. flos-cuculi";"Autóctone";"";"";"EN";"Hemicriptófito";13;""
"Caryophyllaceae";"Minuartia hybrida subsp. hybrida";"Autóctone";"";"";"";"Terófito";14;""
"Caryophyllaceae";"Minuartia mediterranea";"Autóctone";"";"";"";"Terófito";2;""
"Caryophyllaceae";"Minuartia recurva";"Autóctone";"";"";"";"Caméfito";6;""
"Caryophyllaceae";"Moehringia pentandra";"Autóctone";"";"";"";"Terófito";35;""
"Caryophyllaceae";"Moehringia trinervia";"Autóctone";"";"";"";"Terófito";17;""
"Caryophyllaceae";"Moenchia erecta subsp. erecta";"Autóctone";"";"";"";"Terófito";20;""
"Caryophyllaceae";"Moenchia erecta subsp. octandra";"Autóctone";"";"";"";"Terófito";2;""
"Caryophyllaceae";"Moenchia erecta";"";"";"";"";"Terófito";135;""
"Caryophyllaceae";"Myosoton aquaticum";"Autóctone";"";"";"";"Hemicriptófito";6;""
"Caryophyllaceae";"Ortegia hispanica";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";51;""
"Caryophyllaceae";"Paronychia argentea var. angustifolia";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Caryophyllaceae";"Paronychia argentea var. argentea";"Autóctone";"";"";"";"Hemicriptófito";9;""
"Caryophyllaceae";"Paronychia argentea";"";"";"";"";"Hemicriptófito";316;""
"Caryophyllaceae";"Paronychia capitata subsp. capitata";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Caryophyllaceae";"Paronychia echinulata var. echinulata";"Autóctone";"";"";"";"Terófito";87;""
"Caryophyllaceae";"Paronychia polygonifolia var. velucensis";"Autóctone";"";"";"NT";"Hemicriptófito";5;""
"Caryophyllaceae";"Petrorhagia dubia";"Autóctone";"";"";"";"Terófito,Hemicriptófito";14;""
"Caryophyllaceae";"Petrorhagia nanteuilii";"Autóctone";"";"";"";"Terófito";395;""
"Caryophyllaceae";"Petrorhagia saxifraga";"Autóctone";"";"";"NT";"Hemicriptófito";16;""
"Caryophyllaceae";"Polycarpon alsinifolium";"Autóctone";"";"";"";"Hemicriptófito";52;""
"Caryophyllaceae";"Polycarpon tetraphyllum subsp. diphyllum";"Autóctone";"";"";"";"Terófito";4;""
"Caryophyllaceae";"Polycarpon tetraphyllum subsp. tetraphyllum";"Autóctone";"";"";"";"Terófito";203;""
"Caryophyllaceae";"Polycarpon tetraphyllum";"";"";"";"";"Terófito";415;""
"Caryophyllaceae";"Rhodalsine geniculata";"Autóctone";"";"";"RE";"Caméfito";0;""
"Caryophyllaceae";"Sagina apetala";"Autóctone";"";"";"";"Terófito";150;""
"Caryophyllaceae";"Sagina maritima";"Autóctone";"";"";"";"Terófito";8;""
"Caryophyllaceae";"Sagina nodosa";"Autóctone";"";"";"";"Terófito,Hemicriptófito";4;""
"Caryophyllaceae";"Sagina procumbens";"Autóctone";"";"";"";"Hemicriptófito";52;""
"Caryophyllaceae";"Sagina sabuletorum";"Autóctone";"";"";"";"Terófito,Hemicriptófito";0;""
"Caryophyllaceae";"Sagina saginoides";"Autóctone";"";"";"EN";"Hemicriptófito";7;""
"Caryophyllaceae";"Sagina subulata";"Autóctone";"";"";"";"Terófito,Hemicriptófito";5;""
"Caryophyllaceae";"Saponaria officinalis";"Autóctone";"";"";"";"Hemicriptófito";264;""
"Caryophyllaceae";"Scleranthus annuus";"Autóctone";"";"";"";"Terófito,Hemicriptófito";61;""
"Caryophyllaceae";"Scleranthus delortii";"Autóctone";"";"";"";"Terófito";3;""
"Caryophyllaceae";"Scleranthus perennis";"Autóctone";"";"";"CR";"Hemicriptófito";1;""
"Caryophyllaceae";"Scleranthus polycarpos";"Autóctone";"";"";"";"Terófito,Hemicriptófito";48;""
"Caryophyllaceae";"Scleranthus verticillatus";"Autóctone";"";"";"";"Terófito";0;""
"Caryophyllaceae";"Silene acutifolia";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";77;""
"Caryophyllaceae";"Silene armeria";"Introduzida";"Exótica";"";"";"Terófito";2;""
"Caryophyllaceae";"Silene behen";"Autóctone";"";"";"";"Terófito";1;""
"Caryophyllaceae";"Silene bellidifolia";"Autóctone";"";"";"";"Terófito";11;""
"Caryophyllaceae";"Silene boryi var. duriensis";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Hemicriptófito";3;""
"Caryophyllaceae";"Silene boryi var. penyalarensis";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";0;""
"Caryophyllaceae";"Silene boryi";"";"";"";"";"Hemicriptófito";4;""
"Caryophyllaceae";"Silene ciliata";"Autóctone";"";"";"EN";"Hemicriptófito";1;""
"Caryophyllaceae";"Silene cintrana";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Caméfito";3;""
"Caryophyllaceae";"Silene colorata";"Autóctone";"";"";"";"Terófito";180;""
"Caryophyllaceae";"Silene conica subsp. conica";"Autóctone";"";"";"CR";"Terófito";4;""
"Caryophyllaceae";"Silene coutinhoi";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";47;""
"Caryophyllaceae";"Silene cretica";"Autóctone";"";"";"";"Terófito";1;""
"Caryophyllaceae";"Silene decipiens";"Autóctone";"";"";"";"Terófito";29;""
"Caryophyllaceae";"Silene dioica";"Autóctone";"";"";"";"Hemicriptófito";6;""
"Caryophyllaceae";"Silene disticha";"Autóctone";"";"";"";"Terófito";38;""
"Caryophyllaceae";"Silene foetida subsp. foetida";"Endémica";"Endémica de Portugal continental";"";"EN";"Hemicriptófito";1;""
"Caryophyllaceae";"Silene fuscata";"Autóctone";"";"";"";"Terófito";37;""
"Caryophyllaceae";"Silene gallica";"Autóctone";"";"";"";"Terófito";524;""
"Caryophyllaceae";"Silene gracilis";"Autóctone";"";"";"";"Terófito";11;""
"Caryophyllaceae";"Silene inaperta subsp. inaperta";"Autóctone";"";"";"";"Terófito";78;""
"Caryophyllaceae";"Silene laeta";"Autóctone";"";"";"";"Terófito";91;""
"Caryophyllaceae";"Silene latifolia";"Autóctone";"";"";"";"Hemicriptófito";446;""
"Caryophyllaceae";"Silene legionensis";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Hemicriptófito";3;""
"Caryophyllaceae";"Silene littorea subsp. littorea";"Autóctone";"";"";"";"Terófito";60;""
"Caryophyllaceae";"Silene longicilia";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Hemicriptófito";74;""
"Caryophyllaceae";"Silene marizii";"Autóctone";"Endémica da Península Ibérica";"";"LC";"Caméfito";50;""
"Caryophyllaceae";"Silene mellifera";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Caméfito,Hemicriptófito";9;""
"Caryophyllaceae";"Silene micropetala";"Autóctone";"";"";"";"Terófito";47;""
"Caryophyllaceae";"Silene muscipula";"Autóctone";"";"";"VU";"Terófito";3;""
"Caryophyllaceae";"Silene niceensis";"Autóctone";"";"";"";"Terófito";55;""
"Caryophyllaceae";"Silene nocturna";"Autóctone";"";"";"";"Terófito";39;""
"Caryophyllaceae";"Silene nutans subsp. nutans";"Autóctone";"";"";"";"Hemicriptófito";147;""
"Caryophyllaceae";"Silene portensis subsp. portensis";"Autóctone";"";"";"";"Terófito";112;""
"Caryophyllaceae";"Silene psammitis subsp. psammitis";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";30;""
"Caryophyllaceae";"Silene ramosissima";"Autóctone";"";"";"";"Terófito";1;""
"Caryophyllaceae";"Silene rothmaleri";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"NT";"Caméfito";4;""
"Caryophyllaceae";"Silene rubella subsp. rubella";"Autóctone";"";"";"";"Terófito";30;""
"Caryophyllaceae";"Silene scabriflora subsp. scabriflora";"Autóctone";"";"";"";"Terófito,Hemicriptófito";83;""
"Caryophyllaceae";"Silene scabriflora subsp. tuberculata";"Autóctone";"";"";"";"Terófito,Hemicriptófito";10;""
"Caryophyllaceae";"Silene scabriflora";"";"";"";"";"Terófito,Hemicriptófito";291;""
"Caryophyllaceae";"Silene sclerocarpa";"Autóctone";"";"";"";"Terófito";2;""
"Caryophyllaceae";"Silene stricta";"Autóctone";"";"";"";"Terófito";1;""
"Caryophyllaceae";"Silene uniflora subsp. uniflora";"Autóctone";"";"";"";"Caméfito";8;""
"Caryophyllaceae";"Silene vulgaris subsp. vulgaris";"Autóctone";"";"";"";"Hemicriptófito";207;""
"Caryophyllaceae";"Spergula arvensis";"Autóctone";"";"";"";"Terófito";355;""
"Caryophyllaceae";"Spergula morisonii";"Autóctone";"";"";"";"Terófito";93;""
"Caryophyllaceae";"Spergula pentandra";"Autóctone";"";"";"";"Terófito";16;""
"Caryophyllaceae";"Spergularia australis";"Autóctone";"";"";"";"Caméfito";7;""
"Caryophyllaceae";"Spergularia bocconei";"Autóctone";"";"";"";"Terófito";9;""
"Caryophyllaceae";"Spergularia capillacea";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";44;""
"Caryophyllaceae";"Spergularia fimbriata";"Autóctone";"";"";"CR";"Caméfito";0;""
"Caryophyllaceae";"Spergularia heldreichii";"Autóctone";"";"";"";"Terófito";8;""
"Caryophyllaceae";"Spergularia marina";"Autóctone";"";"";"";"Terófito,Hemicriptófito";22;""
"Caryophyllaceae";"Spergularia media";"Autóctone";"";"";"";"Hemicriptófito,Caméfito";37;""
"Caryophyllaceae";"Spergularia purpurea";"Autóctone";"";"";"";"Terófito";313;""
"Caryophyllaceae";"Spergularia rubra";"Autóctone";"";"";"";"Terófito";32;""
"Caryophyllaceae";"Spergularia rupicola";"Autóctone";"";"";"";"Caméfito";14;""
"Caryophyllaceae";"Spergularia segetalis";"Autóctone";"";"";"";"Terófito";5;""
"Caryophyllaceae";"Spergularia tangerina";"Autóctone";"";"";"EN";"Terófito,Hemicriptófito";4;""
"Caryophyllaceae";"Stellaria alsine";"Autóctone";"";"";"";"Helófito";74;""
"Caryophyllaceae";"Stellaria graminea";"Autóctone";"";"";"";"Hemicriptófito";98;""
"Caryophyllaceae";"Stellaria holostea";"Autóctone";"";"";"";"Caméfito";139;""
"Caryophyllaceae";"Stellaria media";"Autóctone";"";"";"";"Terófito";499;""
"Caryophyllaceae";"Stellaria neglecta";"Autóctone";"";"";"";"Terófito,Hemicriptófito";6;""
"Caryophyllaceae";"Vaccaria hispanica var. grandiflora";"Autóctone";"";"";"";"Terófito";0;""
"Caryophyllaceae";"Vaccaria hispanica var. hispanica";"Autóctone";"";"";"VU";"Terófito";3;""
"Caryophyllaceae";"Vaccaria hispanica";"";"";"";"VU";"Terófito";15;""
"Caryophyllaceae";"Velezia rigida";"Autóctone";"";"";"";"Terófito";66;""
"Celastraceae";"Euonymus europaeus";"Autóctone";"";"";"VU";"Fanerófito";7;""
"Ceratophyllaceae";"Ceratophyllum demersum";"Autóctone";"";"";"";"Hidrófito";60;""
"Ceratophyllaceae";"Ceratophyllum submersum";"Autóctone";"";"";"";"Hidrófito";1;""
"Cistaceae";"Cistus albidus";"Autóctone";"";"";"";"Fanerófito,Caméfito";185;""
"Cistaceae";"Cistus crispus";"Autóctone";"";"";"";"Caméfito";419;""
"Cistaceae";"Cistus ladanifer subsp. sulcatus";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Fanerófito,Caméfito";12;""
"Cistaceae";"Cistus ladanifer subsp. ladanifer";"Autóctone";"";"";"LC";"Fanerófito";467;""
"Cistaceae";"Cistus ladanifer";"";"";"";"";"Fanerófito,Caméfito";705;""
"Cistaceae";"Cistus laurifolius";"Autóctone";"";"";"LC";"Fanerófito";5;""
"Cistaceae";"Cistus libanotis";"Autóctone";"Endémica da Península Ibérica";"";"";"Fanerófito";16;""
"Cistaceae";"Cistus monspeliensis";"Autóctone";"";"";"";"Fanerófito";221;""
"Cistaceae";"Cistus populifolius subsp. major";"Autóctone";"";"";"";"Fanerófito";15;""
"Cistaceae";"Cistus populifolius subsp. populifolius";"Autóctone";"";"";"";"Fanerófito";35;""
"Cistaceae";"Cistus populifolius";"";"";"";"";"Fanerófito";230;""
"Cistaceae";"Cistus psilosepalus";"Autóctone";"";"";"LC";"Fanerófito";492;""
"Cistaceae";"Cistus salviifolius";"Autóctone";"";"";"";"Caméfito,Fanerófito";589;""
"Cistaceae";"Fumana ericifolia";"Autóctone";"";"";"";"Caméfito";15;""
"Cistaceae";"Fumana laevipes";"Autóctone";"";"";"";"Caméfito";21;""
"Cistaceae";"Fumana procumbens";"Autóctone";"";"";"VU";"Caméfito";7;""
"Cistaceae";"Fumana thymifolia";"Autóctone";"";"";"";"Caméfito";78;""
"Cistaceae";"Halimium calycinum";"Autóctone";"";"";"";"Fanerófito";150;""
"Cistaceae";"Halimium halimifolium subsp. halimifolium";"Autóctone";"";"";"";"Fanerófito";4;""
"Cistaceae";"Halimium halimifolium subsp. multiflorum";"Autóctone";"";"";"";"Fanerófito";54;""
"Cistaceae";"Halimium halimifolium";"";"";"";"";"Fanerófito";160;""
"Cistaceae";"Halimium lasianthum subsp. alyssoides";"Autóctone";"";"";"";"Caméfito,Fanerófito";218;""
"Cistaceae";"Halimium lasianthum subsp. lasianthum";"Autóctone";"";"";"";"Caméfito";25;""
"Cistaceae";"Halimium lasianthum";"";"";"";"";"Fanerófito,Caméfito";314;""
"Cistaceae";"Halimium ocymoides";"Autóctone";"";"";"";"Fanerófito,Caméfito";148;""
"Cistaceae";"Halimium umbellatum var. verticillatum";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"LC";"Caméfito,Fanerófito";28;""
"Cistaceae";"Halimium umbellatum var. umbellatum";"Autóctone";"";"";"";"Caméfito";41;""
"Cistaceae";"Halimium umbellatum";"";"";"";"";"Caméfito,Fanerófito";229;""
"Cistaceae";"Halimium umbellatum var. viscosum";"Autóctone";"";"";"";"Fanerófito,Caméfito";28;""
"Cistaceae";"Helianthemum aegyptiacum";"Autóctone";"";"";"";"Terófito";72;""
"Cistaceae";"Helianthemum angustatum";"Autóctone";"";"";"";"Terófito";1;""
"Cistaceae";"Helianthemum apenninum subsp. apenninum";"Autóctone";"";"";"DD";"Caméfito";16;""
"Cistaceae";"Helianthemum apenninum subsp. stoechadifolium";"Autóctone";"";"";"NT";"Caméfito";12;""
"Cistaceae";"Helianthemum apenninum";"";"";"";"";"Caméfito";35;""
"Cistaceae";"Helianthemum cinereum subsp. rotundifolium";"Autóctone";"";"";"CR";"Caméfito";2;""
"Cistaceae";"Helianthemum hirtum";"Autóctone";"";"";"";"Caméfito";2;""
"Cistaceae";"Helianthemum ledifolium";"Autóctone";"";"";"";"Terófito";51;""
"Cistaceae";"Helianthemum marifolium subsp. marifolium";"Autóctone";"";"";"";"Caméfito";13;""
"Cistaceae";"Helianthemum marifolium subsp. origanifolium";"Autóctone";"";"";"VU";"Caméfito";4;""
"Cistaceae";"Helianthemum marifolium";"";"";"";"";"Caméfito";17;""
"Cistaceae";"Helianthemum nummularium";"Autóctone";"";"";"";"Caméfito";54;""
"Cistaceae";"Helianthemum salicifolium";"Autóctone";"";"";"";"Terófito";33;""
"Cistaceae";"Helianthemum sanguineum";"Autóctone";"";"";"";"Terófito";1;""
"Cistaceae";"Tuberaria commutata";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Cistaceae";"Tuberaria globulariifolia var. globulariifolia";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";22;""
"Cistaceae";"Tuberaria globulariifolia var. major";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"EN";"Caméfito";8;""
"Cistaceae";"Tuberaria globulariifolia";"";"";"";"";"Caméfito";40;""
"Cistaceae";"Tuberaria guttata";"Autóctone";"";"";"";"Terófito";559;""
"Cistaceae";"Tuberaria lignosa";"Autóctone";"";"";"";"Hemicriptófito";211;""
"Cistaceae";"Tuberaria macrosepala";"Autóctone";"";"";"";"Terófito";3;""
"Cistaceae";"Tuberaria plantaginea";"Autóctone";"";"";"";"Terófito";6;""
"Cleomaceae";"Cleome violacea";"Autóctone";"";"";"";"Terófito";108;""
"Colchicaceae";"Colchicum lusitanum";"Autóctone";"";"";"";"Geófito";41;""
"Colchicaceae";"Colchicum multiflorum";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";26;""
"Colchicaceae";"Merendera filifolia";"Autóctone";"";"";"";"Geófito";40;""
"Colchicaceae";"Merendera montana";"Autóctone";"";"";"";"Geófito";127;""
"Commelinaceae";"Tradescantia fluminensis";"Introduzida";"Exótica";"";"";"Hemicriptófito";173;""
"Convolvulaceae";"Calystegia sepium subsp. sepium";"Autóctone";"";"";"";"Hemicriptófito";193;""
"Convolvulaceae";"Calystegia silvatica subsp. silvatica";"Autóctone";"";"";"";"Hemicriptófito";2;""
"Convolvulaceae";"Calystegia silvatica subsp. disjuncta";"Autóctone";"";"";"";"Hemicriptófito";3;""
"Convolvulaceae";"Calystegia silvatica";"";"";"";"";"Hemicriptófito";36;""
"Convolvulaceae";"Calystegia soldanella";"Autóctone";"";"";"";"Hemicriptófito";66;""
"Convolvulaceae";"Convolvulus althaeoides";"Autóctone";"";"";"";"Hemicriptófito";192;""
"Convolvulaceae";"Convolvulus arvensis";"Autóctone";"";"";"";"Hemicriptófito";489;""
"Convolvulaceae";"Convolvulus fernandesii";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"EN";"Caméfito";2;""
"Convolvulaceae";"Convolvulus humilis";"Autóctone";"";"";"";"Terófito";19;""
"Convolvulaceae";"Convolvulus lineatus";"Autóctone";"";"";"EN";"Caméfito";3;""
"Convolvulaceae";"Convolvulus meonanthus";"Autóctone";"";"";"";"Terófito";25;""
"Convolvulaceae";"Convolvulus pentapetaloides";"Autóctone";"";"";"NT";"Terófito";7;""
"Convolvulaceae";"Convolvulus siculus subsp. siculus";"Autóctone";"";"";"";"Terófito";6;""
"Convolvulaceae";"Convolvulus siculus subsp. elongatus";"Autóctone";"";"";"";"Terófito";2;""
"Convolvulaceae";"Convolvulus siculus";"";"";"";"";"Terófito";41;""
"Convolvulaceae";"Convolvulus tricolor subsp. tricolor";"Autóctone";"";"";"";"Terófito";50;""
"Convolvulaceae";"Cressa cretica";"Autóctone";"";"";"";"Terófito";6;""
"Convolvulaceae";"Cuscuta approximata subsp. approximata";"Autóctone";"";"";"";"Terófito";3;""
"Convolvulaceae";"Cuscuta australis";"Autóctone";"";"";"";"Terófito";0;""
"Convolvulaceae";"Cuscuta campestris";"Introduzida";"Exótica";"";"";"Terófito";40;""
"Convolvulaceae";"Cuscuta epithymum";"Autóctone";"";"";"";"Terófito";58;""
"Convolvulaceae";"Cuscuta europaea";"Autóctone";"";"";"";"Terófito";1;""
"Convolvulaceae";"Cuscuta monogyna";"Autóctone";"";"";"";"Terófito";1;""
"Convolvulaceae";"Cuscuta planiflora";"Autóctone";"";"";"";"Terófito";31;""
"Convolvulaceae";"Dichondra micrantha";"Introduzida";"Exótica";"";"";"";6;""
"Convolvulaceae";"Ipomoea indica";"Introduzida";"Exótica";"";"";"Hemicriptófito";88;""
"Convolvulaceae";"Ipomoea purpurea";"Introduzida";"Exótica";"";"";"";8;""
"Cornaceae";"Cornus sanguinea subsp. sanguinea";"Autóctone";"";"";"";"Fanerófito";23;""
"Crassulaceae";"Aeonium arboreum";"Introduzida";"Exótica";"";"";"Caméfito";20;""
"Crassulaceae";"Aichryson laxum";"Introduzida";"Exótica";"";"";"Terófito,Hemicriptófito";1;""
"Crassulaceae";"Crassula aquatica";"Introduzida";"Exótica";"";"";"";0;""
"Crassulaceae";"Crassula campestris subsp. campestris";"Introduzida";"Exótica";"";"";"";2;""
"Crassulaceae";"Crassula tillaea";"Autóctone";"";"";"";"Terófito";330;""
"Crassulaceae";"Crassula vaillantii";"Autóctone";"";"";"";"Terófito";36;""
"Crassulaceae";"Pistorinia hispanica";"Autóctone";"Endémica da Península Ibérica";"";"EN";"Terófito";8;""
"Crassulaceae";"Sedum acre";"Autóctone";"";"";"";"Caméfito";19;""
"Crassulaceae";"Sedum album";"Autóctone";"";"";"";"Caméfito";207;""
"Crassulaceae";"Sedum amplexicaule";"Autóctone";"";"";"";"Caméfito";106;""
"Crassulaceae";"Sedum andegavense";"Autóctone";"";"";"";"Terófito";104;""
"Crassulaceae";"Sedum anglicum";"Autóctone";"";"";"";"Caméfito";72;""
"Crassulaceae";"Sedum arenarium";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";258;""
"Crassulaceae";"Sedum brevifolium";"Autóctone";"";"";"";"Caméfito";294;""
"Crassulaceae";"Sedum caespitosum";"Autóctone";"";"";"";"Terófito";21;""
"Crassulaceae";"Sedum candollei";"Autóctone";"Endémica da Península Ibérica";"";"CR";"Terófito";0;""
