"Resultados de pesquisa Flora-On";"3503 taxa"
"Data de consulta:";"18/02/2025"
"Território:";"Portugal Continental"
"Citação:";". 2025. Todas as espécies existentes em Portugal Continental - elenco florístico. Flora-On: Flora de Portugal interactiva. Sociedade Portuguesa de Botânica.";"Recurso em http://www.flora-on.pt/#1todas.";"Acedido em 18/02/2025"
"Por favor cite o Flora-On sempre que usar os dados"
"Link para esta pesquisa:";"https://flora-on.pt/#1todas"

"Pesquisa realizada:";"Todas as espécies existentes em Portugal Continental"
"Colaboradores que forneceram dados:";""

"Taxa correspondentes à pesquisa"
"Família";"Taxon";"Grau de endemismo";"Naturalidade";"Anexos DL 49/2005";"Categoria IUCN de risco de extinção";"Tipo biológico";"Nº de quadrículas";"Observadores na área"
"Fagaceae";"Quercus robur";"Autóctone";"";"";"";"Fanerófito";267;""
"Fagaceae";"Quercus rotundifolia";"Autóctone";"";"";"";"Fanerófito";504;""
"Fagaceae";"Quercus rubra";"Introduzida";"Exótica";"";"";"Fanerófito";24;""
"Fagaceae";"Quercus suber";"Autóctone";"";"";"";"Fanerófito";652;""
"Frankeniaceae";"Frankenia boissieri";"Autóctone";"";"";"VU";"Caméfito";8;""
"Frankeniaceae";"Frankenia laevis";"Autóctone";"";"";"";"Caméfito";71;""
"Frankeniaceae";"Frankenia pulverulenta";"Autóctone";"";"";"";"Terófito";9;""
"Gentianaceae";"Blackstonia acuminata subsp. acuminata";"Autóctone";"";"";"";"Terófito";1;""
"Gentianaceae";"Blackstonia acuminata subsp. aestiva";"Autóctone";"";"";"";"Terófito";13;""
"Gentianaceae";"Blackstonia acuminata";"";"";"";"";"Terófito";118;""
"Gentianaceae";"Blackstonia imperfoliata";"Autóctone";"";"";"";"Terófito";0;""
"Gentianaceae";"Blackstonia perfoliata subsp. perfoliata";"Autóctone";"";"";"";"Terófito";6;""
"Gentianaceae";"Blackstonia perfoliata subsp. intermedia";"Autóctone";"";"";"";"Terófito";8;""
"Gentianaceae";"Blackstonia perfoliata";"Autóctone";"";"";"";"Terófito";133;""
"Gentianaceae";"Centaurium chloodes";"Autóctone";"";"";"EN";"Terófito";5;""
"Gentianaceae";"Centaurium erythraea-(1) subsp. erythraea";"Autóctone";"";"";"";"Terófito,Hemicriptófito";10;""
"Gentianaceae";"Centaurium erythraea-(1) subsp. grandiflorum";"Autóctone";"";"";"";"Hemicriptófito,Terófito";5;""
"Gentianaceae";"Centaurium erythraea-(1)";"";"";"";"";"Terófito,Hemicriptófito";227;""
"Gentianaceae";"Centaurium erythraea-(1) subsp. turcicum";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Gentianaceae";"Centaurium erythraea-(2) subsp. erythraea";"Autóctone";"";"";"";"";5;""
"Gentianaceae";"Centaurium grandiflorum subsp. majus";"Autóctone";"";"";"";"Hemicriptófito";9;""
"Gentianaceae";"Centaurium littorale subsp. littorale";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Gentianaceae";"Centaurium majus-(1) subsp. majus";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";2;""
"Gentianaceae";"Centaurium maritimum";"Autóctone";"";"";"";"Terófito";156;""
"Gentianaceae";"Centaurium microcalyx";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito,Hemicriptófito";0;""
"Gentianaceae";"Centaurium portense";"Autóctone";"";"";"NT";"Hemicriptófito";13;""
"Gentianaceae";"Centaurium pulchellum";"Autóctone";"";"";"";"Terófito";50;""
"Gentianaceae";"Centaurium tenuiflorum";"Autóctone";"";"";"";"Terófito";48;""
"Gentianaceae";"Cicendia filiformis";"Autóctone";"";"";"";"Terófito";96;""
"Gentianaceae";"Exaculum pusillum";"Autóctone";"";"";"";"Terófito";83;""
"Gentianaceae";"Gentiana lutea subsp. lutea";"Autóctone";"";"Anexo V";"CR";"Hemicriptófito";2;""
"Gentianaceae";"Gentiana pneumonanthe";"Autóctone";"";"";"";"Hemicriptófito";57;""
"Gentianaceae";"Schenkia elegans";"Autóctone";"Endémica da Península Ibérica";"";"DD";"";0;""
"Gentianaceae";"Schenkia spicata";"Autóctone";"";"";"";"Terófito,Hemicriptófito";30;""
"Geraniaceae";"Erodium aethiopicum";"Autóctone";"";"";"";"Terófito";2;""
"Geraniaceae";"Erodium botrys";"Autóctone";"";"";"";"Terófito";243;""
"Geraniaceae";"Erodium chium subsp. chium";"Autóctone";"";"";"";"Terófito";7;""
"Geraniaceae";"Erodium chium subsp. littoreum";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Geraniaceae";"Erodium chium";"";"";"";"";"Terófito,Hemicriptófito";14;""
"Geraniaceae";"Erodium cicutarium-(1)";"Autóctone";"";"";"";"Terófito";66;""
"Geraniaceae";"Erodium laciniatum";"Autóctone";"";"";"";"Terófito";5;""
"Geraniaceae";"Erodium malacoides";"Autóctone";"";"";"";"Terófito";172;""
"Geraniaceae";"Erodium moschatum";"Autóctone";"";"";"";"Terófito";414;""
"Geraniaceae";"Erodium salzmannii";"Autóctone";"";"";"";"Terófito";6;""
"Geraniaceae";"Geranium columbinum";"Autóctone";"";"";"";"Terófito";157;""
"Geraniaceae";"Geranium dissectum";"Autóctone";"";"";"";"Terófito";337;""
"Geraniaceae";"Geranium lanuginosum";"Autóctone";"";"";"RE";"Terófito";0;""
"Geraniaceae";"Geranium lucidum";"Autóctone";"";"";"";"Terófito";336;""
"Geraniaceae";"Geranium malviflorum";"Autóctone";"";"";"VU";"Hemicriptófito,Geófito";1;""
"Geraniaceae";"Geranium molle";"Autóctone";"";"";"";"Terófito";575;""
"Geraniaceae";"Geranium purpureum";"Autóctone";"";"";"";"Terófito";549;""
"Geraniaceae";"Geranium pusillum";"Autóctone";"";"";"";"Terófito";1;""
"Geraniaceae";"Geranium pyrenaicum subsp. lusitanicum";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";72;""
"Geraniaceae";"Geranium robertianum";"Autóctone";"";"";"";"Terófito";142;""
"Geraniaceae";"Geranium rotundifolium";"Autóctone";"";"";"";"Terófito";316;""
"Geraniaceae";"Geranium sanguineum";"Autóctone";"";"";"";"Hemicriptófito";28;""
"Haloragaceae";"Myriophyllum alterniflorum";"Autóctone";"";"";"";"Hidrófito";49;""
"Haloragaceae";"Myriophyllum aquaticum";"Introduzida";"Exótica";"";"";"Hidrófito";54;""
"Haloragaceae";"Myriophyllum spicatum";"Autóctone";"";"";"";"Hidrófito";52;""
"Haloragaceae";"Myriophyllum verticillatum";"Autóctone";"";"";"";"Hidrófito";2;""
"Hydrangeaceae";"Hydrangea macrophylla";"Introduzida";"Exótica";"";"";"Fanerófito";9;""
"Hydrocharitaceae";"Egeria densa";"Introduzida";"Exótica";"";"";"Hidrófito";12;""
"Hydrocharitaceae";"Hydrocharis morsus-ranae";"Autóctone";"";"";"CR";"Hidrófito";0;""
"Hydrocharitaceae";"Najas marina subsp. marina";"Autóctone";"";"";"";"Hidrófito";13;""
"Hydrocharitaceae";"Najas minor";"Autóctone";"";"";"";"Hidrófito";18;""
"Hydrocharitaceae";"Vallisneria spiralis";"Autóctone";"";"";"CR";"Hidrófito";1;""
"Hymenophyllaceae";"Vandenboschia speciosa";"Autóctone";"";"Anexo II,Anexo IV";"CR";"Caméfito";2;""
"Hypericaceae";"Hypericum androsaemum";"Autóctone";"";"";"";"Fanerófito,Caméfito";99;""
"Hypericaceae";"Hypericum calycinum";"Introduzida";"Exótica";"";"";"Caméfito,Fanerófito";6;""
"Hypericaceae";"Hypericum elodes";"Autóctone";"";"";"";"Helófito";103;""
"Hypericaceae";"Hypericum humifusum";"Autóctone";"";"";"";"Caméfito";302;""
"Hypericaceae";"Hypericum linariifolium var. parviflorum";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";39;""
"Hypericaceae";"Hypericum linariifolium var. linariifolium";"Autóctone";"";"";"";"Hemicriptófito";31;""
"Hypericaceae";"Hypericum linariifolium";"Inexistente";"";"";"";"Hemicriptófito";312;""
"Hypericaceae";"Hypericum montanum";"Autóctone";"";"";"NT";"Hemicriptófito";8;""
"Hypericaceae";"Hypericum perfoliatum";"Autóctone";"";"";"";"Hemicriptófito";51;""
"Hypericaceae";"Hypericum perforatum subsp. angustifolium";"Autóctone";"";"";"";"Hemicriptófito";24;""
"Hypericaceae";"Hypericum perforatum subsp. perforatum";"Autóctone";"";"";"";"Hemicriptófito";67;""
"Hypericaceae";"Hypericum perforatum";"Inexistente";"";"";"";"Hemicriptófito";539;""
"Hypericaceae";"Hypericum pubescens";"Autóctone";"";"";"EN";"Hemicriptófito";3;""
"Hypericaceae";"Hypericum pulchrum";"Autóctone";"";"";"";"Hemicriptófito";52;""
"Hypericaceae";"Hypericum tomentosum";"Autóctone";"";"";"";"Hemicriptófito";94;""
"Hypericaceae";"Hypericum undulatum";"Autóctone";"";"";"";"Hemicriptófito";326;""
"Iridaceae";"Crocus carpetanus";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";43;""
"Iridaceae";"Crocus serotinus subsp. serotinus";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";1;""
"Iridaceae";"Crocus serotinus subsp. clusii";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";0;""
"Iridaceae";"Crocus serotinus";"";"";"";"";"Geófito";190;""
"Iridaceae";"Crocus serotinus subsp. salzmannii";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";3;""
"Iridaceae";"Gladiolus illyricus subsp. reuteri";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";1;""
"Iridaceae";"Gladiolus illyricus subsp. illyricus";"Autóctone";"";"";"";"Geófito";22;""
"Iridaceae";"Gladiolus illyricus";"";"";"";"";"Geófito";284;""
"Iridaceae";"Gladiolus italicus";"Autóctone";"";"";"";"Geófito";87;""
"Iridaceae";"Gladiolus undulatus";"Introduzida";"Exótica";"";"";"Geófito";4;""
"Iridaceae";"Gynandriris sisyrinchium";"Autóctone";"";"";"";"Geófito";209;""
"Iridaceae";"Iris albicans";"Introduzida";"Exótica";"";"";"Geófito";26;""
"Iridaceae";"Iris boissieri";"Autóctone";"Endémica da Península Ibérica";"Anexo IV";"NT";"Geófito";9;""
"Iridaceae";"Iris foetidissima";"Autóctone";"";"";"";"Geófito";96;""
"Iridaceae";"Iris germanica";"Introduzida";"Exótica";"";"";"Geófito";26;""
"Iridaceae";"Iris planifolia";"Autóctone";"";"";"";"Geófito";27;""
"Iridaceae";"Iris pseudacorus";"Autóctone";"";"";"";"Helófito";174;""
"Iridaceae";"Iris subbiflora";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";22;""
"Iridaceae";"Iris taitii";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";3;""
"Iridaceae";"Iris xiphium var. lusitanica";"Autóctone";"Endémica da Península Ibérica";"Anexo V";"LC";"Geófito";45;""
"Iridaceae";"Iris xiphium var. xiphium";"Autóctone";"";"";"";"Geófito";87;""
"Iridaceae";"Iris xiphium";"";"";"";"";"Geófito";208;""
"Iridaceae";"Romulea bulbocodium";"Autóctone";"";"";"";"Geófito";242;""
"Iridaceae";"Romulea clusiana";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";10;""
"Iridaceae";"Romulea columnae subsp. columnae";"Autóctone";"";"";"";"Geófito";11;""
"Iridaceae";"Romulea ramiflora subsp. gaditana";"Autóctone";"Endémica da Península Ibérica";"";"";"Geófito";5;""
"Iridaceae";"Romulea ramiflora subsp. ramiflora";"Autóctone";"";"";"";"Geófito";36;""
"Iridaceae";"Romulea ramiflora";"";"";"";"";"Geófito";74;""
"Iridaceae";"Watsonia bulbillifera";"Introduzida";"Exótica";"";"";"Geófito";15;""
"Isoetaceae";"Isoetes durieui";"Autóctone";"";"";"";"Geófito";10;""
"Isoetaceae";"Isoetes histrix";"Autóctone";"";"";"";"Geófito";71;""
"Isoetaceae";"Isoetes setaceum";"Autóctone";"";"";"";"Helófito,Geófito";31;""
"Isoetaceae";"Isoetes velatum subsp. velatum";"Autóctone";"";"";"";"Geófito";39;""
"Juglandaceae";"Juglans regia";"Introduzida";"Exótica";"";"";"";28;""
"Juncaceae";"Juncus acutiflorus";"Autóctone";"";"";"";"Helófito,Hemicriptófito";153;""
"Juncaceae";"Juncus acutus";"Autóctone";"";"";"";"Helófito,Hemicriptófito";110;""
"Juncaceae";"Juncus articulatus subsp. articulatus";"Autóctone";"";"";"";"Hemicriptófito,Helófito";118;""
"Juncaceae";"Juncus bufonius";"Autóctone";"";"";"";"Terófito";326;""
"Juncaceae";"Juncus bulbosus";"Autóctone";"";"";"";"Hemicriptófito";117;""
"Juncaceae";"Juncus capitatus";"Autóctone";"";"";"";"Terófito";205;""
"Juncaceae";"Juncus compressus";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Juncaceae";"Juncus conglomeratus";"Autóctone";"";"";"";"Hemicriptófito,Hidrófito";56;""
"Juncaceae";"Juncus effusus subsp. effusus";"Autóctone";"";"";"";"Hemicriptófito";255;""
"Juncaceae";"Juncus emmanuelis";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Helófito";32;""
"Juncaceae";"Juncus foliosus";"Autóctone";"";"";"";"Terófito";6;""
"Juncaceae";"Juncus fontanesii subsp. fontanesii";"Autóctone";"";"";"";"Helófito,Hemicriptófito";8;""
"Juncaceae";"Juncus gerardii subsp. gerardii";"Autóctone";"";"";"";"Hemicriptófito,Helófito";0;""
"Juncaceae";"Juncus heterophyllus";"Autóctone";"";"";"";"Hidrófito";95;""
"Juncaceae";"Juncus hybridus";"Autóctone";"";"";"";"Terófito";40;""
"Juncaceae";"Juncus inflexus subsp. inflexus";"Autóctone";"";"";"";"Helófito,Hemicriptófito";76;""
"Juncaceae";"Juncus maritimus";"Autóctone";"";"";"";"Hemicriptófito";68;""
"Juncaceae";"Juncus minutulus";"Autóctone";"";"";"";"Terófito";24;""
"Juncaceae";"Juncus pygmaeus";"Autóctone";"";"";"";"Terófito";113;""
"Juncaceae";"Juncus ranarius";"Autóctone";"";"";"";"Terófito";1;""
"Juncaceae";"Juncus rugosus";"Autóctone";"Endémica da Península Ibérica";"";"";"Helófito,Hemicriptófito";75;""
"Juncaceae";"Juncus sorrentinii";"Autóctone";"";"";"";"Terófito";3;""
"Juncaceae";"Juncus sphaerocarpus";"Autóctone";"";"";"";"Terófito";0;""
"Juncaceae";"Juncus squarrosus";"Autóctone";"";"";"";"Helófito,Hemicriptófito";58;""
"Juncaceae";"Juncus striatus";"Autóctone";"";"";"";"Hidrófito,Helófito";1;""
"Juncaceae";"Juncus subnodulosus";"Autóctone";"";"";"";"Helófito,Hemicriptófito";36;""
"Juncaceae";"Juncus subulatus";"Autóctone";"";"";"";"Geófito";13;""
"Juncaceae";"Juncus tenageia subsp. perpusillus";"Autóctone";"";"";"";"Terófito";1;""
"Juncaceae";"Juncus tenageia subsp. tenageia";"Autóctone";"";"";"";"Terófito";36;""
"Juncaceae";"Juncus tenageia";"";"";"";"";"Terófito";104;""
"Juncaceae";"Juncus tenuis";"Introduzida";"";"";"";"Hemicriptófito";14;""
"Juncaceae";"Juncus valvatus var. valvatus";"Endémica";"Endémica de Portugal continental";"Anexo II,Anexo IV";"NT";"Hemicriptófito";49;""
"Juncaceae";"Luzula caespitosa";"Autóctone";"Endémica da Península Ibérica";"";"NT";"Hemicriptófito";2;""
"Juncaceae";"Luzula campestris";"Autóctone";"";"";"";"Hemicriptófito";84;""
"Juncaceae";"Luzula elegans";"Introduzida";"";"";"";"";0;""
"Juncaceae";"Luzula forsteri";"Autóctone";"";"";"";"Hemicriptófito";150;""
"Juncaceae";"Luzula lactea";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";43;""
"Juncaceae";"Luzula multiflora subsp. multiflora";"Autóctone";"";"";"";"Hemicriptófito";42;""
"Juncaceae";"Luzula multiflora subsp. congesta";"Inexistente";"";"";"";"";3;""
"Juncaceae";"Luzula multiflora";"";"";"";"";"";64;""
"Juncaceae";"Luzula sylvatica subsp. henriquesii";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";78;""
"Juncaginaceae";"Lilaea scilloides";"Introduzida";"Exótica";"";"";"";7;""
"Juncaginaceae";"Triglochin barrelieri";"Autóctone";"";"";"NT";"Helófito,Hemicriptófito";16;""
"Juncaginaceae";"Triglochin laxiflorum";"Autóctone";"";"";"EN";"Helófito,Hemicriptófito";7;""
"Juncaginaceae";"Triglochin maritimum";"Autóctone";"";"";"";"Helófito,Hemicriptófito";17;""
"Juncaginaceae";"Triglochin palustre";"Autóctone";"";"";"";"Helófito,Hemicriptófito";0;""
"Juncaginaceae";"Triglochin striatum";"Autóctone";"";"";"";"Hemicriptófito";13;""
"Lamiaceae";"Acinos alpinus";"Autóctone";"";"";"";"Caméfito";17;""
"Lamiaceae";"Ajuga chamaepitys";"Autóctone";"";"";"";"Terófito,Hemicriptófito";4;""
"Lamiaceae";"Ajuga iva var. pseudoiva";"Autóctone";"";"";"";"Hemicriptófito";22;""
"Lamiaceae";"Ajuga iva var. iva";"Autóctone";"";"";"";"Hemicriptófito";42;""
"Lamiaceae";"Ajuga iva";"";"";"";"";"Hemicriptófito";189;""
"Lamiaceae";"Ajuga pyramidalis subsp. pyramidalis";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Lamiaceae";"Ajuga pyramidalis subsp. meonantha";"Autóctone";"";"";"";"Hemicriptófito";30;""
"Lamiaceae";"Ajuga pyramidalis";"";"";"";"";"Hemicriptófito";74;""
"Lamiaceae";"Ajuga reptans";"Autóctone";"";"";"";"Hemicriptófito";75;""
"Lamiaceae";"Ballota hirsuta";"Autóctone";"";"";"";"Caméfito";29;""
"Lamiaceae";"Ballota nigra subsp. foetida";"Autóctone";"";"";"";"Hemicriptófito";15;""
"Lamiaceae";"Ballota nigra subsp. nigra";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Lamiaceae";"Ballota nigra";"";"";"";"";"Hemicriptófito";65;""
"Lamiaceae";"Ballota nigra subsp. uncinata";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Lamiaceae";"Calamintha nepeta subsp. nepeta";"Autóctone";"";"";"";"Caméfito";399;""
"Lamiaceae";"Cleonia lusitanica";"Autóctone";"";"";"";"Terófito";95;""
"Lamiaceae";"Clinopodium vulgare";"Autóctone";"";"";"";"Terófito";390;""
"Lamiaceae";"Galeopsis tetrahit subsp. tetrahit";"Autóctone";"";"";"";"Terófito";22;""
"Lamiaceae";"Glechoma hederacea";"Autóctone";"";"";"";"Hemicriptófito";33;""
"Lamiaceae";"Lamium amplexicaule";"Autóctone";"";"";"";"Terófito";315;""
"Lamiaceae";"Lamium bifidum";"Autóctone";"";"";"";"Terófito";26;""
"Lamiaceae";"Lamium coutinhoi";"Endémica";"Endémica de Portugal continental";"";"NT";"Terófito";29;""
"Lamiaceae";"Lamium gevorense";"Autóctone";"Endémica da Península Ibérica";"";"";"Terófito";4;""
"Lamiaceae";"Lamium hybridum";"Autóctone";"";"";"";"Terófito";36;""
"Lamiaceae";"Lamium maculatum";"Autóctone";"";"";"";"Hemicriptófito";228;""
"Lamiaceae";"Lamium purpureum";"Autóctone";"";"";"";"Terófito";309;""
"Lamiaceae";"Lavandula latifolia";"Autóctone";"";"";"";"Fanerófito,Caméfito";4;""
"Lamiaceae";"Lavandula multifida";"Autóctone";"";"";"";"Caméfito,Fanerófito";8;""
"Lamiaceae";"Lavandula pedunculata subsp. pedunculata";"Autóctone";"";"";"";"Caméfito,Fanerófito";441;""
"Lamiaceae";"Lavandula stoechas subsp. luisieri";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito,Fanerófito";8;""
"Lamiaceae";"Lavandula stoechas subsp. stoechas";"Autóctone";"";"";"";"Caméfito,Fanerófito";11;""
"Lamiaceae";"Lavandula stoechas";"";"";"";"";"Caméfito,Fanerófito";418;""
"Lamiaceae";"Lavandula viridis";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";68;""
"Lamiaceae";"Lycopus europaeus";"Autóctone";"";"";"";"Hemicriptófito";309;""
"Lamiaceae";"Marrubium vulgare";"Autóctone";"";"";"";"Hemicriptófito";159;""
"Lamiaceae";"Melissa officinalis";"Autóctone";"";"";"";"Hemicriptófito";105;""
"Lamiaceae";"Melittis melissophyllum";"Autóctone";"";"";"";"Hemicriptófito";43;""
"Lamiaceae";"Mentha aquatica";"Autóctone";"";"";"";"Helófito,Hidrófito";116;""
"Lamiaceae";"Mentha arvensis";"Autóctone";"";"";"";"Helófito";4;""
"Lamiaceae";"Mentha cervina";"Autóctone";"";"";"";"Helófito";40;""
"Lamiaceae";"Mentha longifolia";"Autóctone";"";"";"EN";"Helófito";0;""
"Lamiaceae";"Mentha pulegium";"Autóctone";"";"";"";"Helófito,Hemicriptófito";410;""
"Lamiaceae";"Mentha suaveolens";"Autóctone";"";"";"";"Hemicriptófito";622;""
"Lamiaceae";"Micromeria graeca subsp. graeca";"Autóctone";"";"";"";"Caméfito";79;""
"Lamiaceae";"Micromeria juliana";"Introduzida";"Exótica";"";"";"Caméfito";16;""
"Lamiaceae";"Nepeta caerulea";"Autóctone";"";"";"EN";"Hemicriptófito";5;""
"Lamiaceae";"Nepeta cataria";"Autóctone";"";"";"";"Hemicriptófito";1;""
"Lamiaceae";"Nepeta multibracteata";"Autóctone";"";"";"";"Hemicriptófito";15;""
"Lamiaceae";"Nepeta tuberosa subsp. tuberosa";"Autóctone";"";"";"";"Hemicriptófito";75;""
"Lamiaceae";"Origanum vulgare subsp. virens";"Autóctone";"";"";"";"Caméfito";301;""
"Lamiaceae";"Phlomis herba-venti subsp. herba-venti";"Autóctone";"";"";"NT";"Hemicriptófito";29;""
"Lamiaceae";"Phlomis lychnitis";"Autóctone";"";"";"";"Caméfito";102;""
"Lamiaceae";"Phlomis purpurea";"Autóctone";"";"";"";"Fanerófito";121;""
"Lamiaceae";"Prasium majus";"Autóctone";"";"";"";"Caméfito,Fanerófito";29;""
"Lamiaceae";"Prunella grandiflora";"Autóctone";"";"";"";"Hemicriptófito";51;""
"Lamiaceae";"Prunella laciniata";"Autóctone";"";"";"";"Hemicriptófito";29;""
"Lamiaceae";"Prunella vulgaris";"Autóctone";"";"";"";"Hemicriptófito";428;""
"Lamiaceae";"Rosmarinus officinalis";"Autóctone";"";"";"";"Fanerófito,Caméfito";210;""
"Lamiaceae";"Salvia aethiopis";"Autóctone";"";"";"";"Hemicriptófito";0;""
"Lamiaceae";"Salvia argentea";"Autóctone";"";"";"";"Hemicriptófito";33;""
"Lamiaceae";"Salvia sclarea";"De espontaneidade incerta";"";"";"";"Hemicriptófito";4;""
"Lamiaceae";"Salvia sclareoides";"Autóctone";"Endémica da Península Ibérica";"";"";"Hemicriptófito";110;""
"Lamiaceae";"Salvia verbenaca";"Autóctone";"";"";"";"Hemicriptófito";187;""
"Lamiaceae";"Salvia viridis";"Autóctone";"";"";"";"Terófito";1;""
"Lamiaceae";"Scutellaria galericulata";"Autóctone";"";"";"";"Hemicriptófito";12;""
"Lamiaceae";"Scutellaria minor";"Autóctone";"";"";"";"Hemicriptófito";117;""
"Lamiaceae";"Sideritis arborescens subsp. lusitanica";"Endémica";"Endémica de Portugal continental";"";"LC";"Caméfito";20;""
"Lamiaceae";"Sideritis hirsuta";"Autóctone";"";"";"";"Caméfito";28;""
"Lamiaceae";"Sideritis hyssopifolia";"Autóctone";"";"";"";"Caméfito";0;""
"Lamiaceae";"Sideritis montserratiana";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Caméfito";6;""
"Lamiaceae";"Sideritis romana";"Autóctone";"";"";"";"Hemicriptófito";16;""
"Lamiaceae";"Stachys arvensis";"Autóctone";"";"";"";"Terófito";460;""
"Lamiaceae";"Stachys germanica";"Autóctone";"";"";"";"Hemicriptófito";122;""
"Lamiaceae";"Stachys ocymastrum";"Autóctone";"";"";"";"Terófito,Hemicriptófito";142;""
"Lamiaceae";"Stachys officinalis var. algeriensis";"Autóctone";"";"";"";"Hemicriptófito";9;""
"Lamiaceae";"Stachys officinalis var. officinalis";"Autóctone";"";"";"";"Hemicriptófito";4;""
"Lamiaceae";"Stachys officinalis";"";"";"";"";"Hemicriptófito";101;""
"Lamiaceae";"Stachys palustris";"Autóctone";"";"";"CR";"Helófito";3;""
"Lamiaceae";"Stachys sylvatica";"Autóctone";"";"";"LC";"Hemicriptófito";10;""
"Lamiaceae";"Teucrium algarbiense";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";25;""
"Lamiaceae";"Teucrium capitatum subsp. capitatum";"Autóctone";"";"";"";"Caméfito";67;""
"Lamiaceae";"Teucrium chamaedrys";"Autóctone";"";"";"";"Caméfito";8;""
"Lamiaceae";"Teucrium dunense";"Autóctone";"";"";"";"Caméfito";0;""
"Lamiaceae";"Teucrium fruticans";"Autóctone";"";"";"";"Fanerófito";31;""
"Lamiaceae";"Teucrium gnaphalodes";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";0;""
"Lamiaceae";"Teucrium haenseleri";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";29;""
"Lamiaceae";"Teucrium lusitanicum subsp. lusitanicum";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";38;""
"Lamiaceae";"Teucrium pseudochamaepitys";"Autóctone";"";"";"";"Caméfito";22;""
"Lamiaceae";"Teucrium pseudoscorodonia";"Autóctone";"";"";"";"Caméfito";2;""
"Lamiaceae";"Teucrium salviastrum";"Endémica";"Endémica de Portugal continental";"Anexo V";"LC";"Caméfito";30;""
"Lamiaceae";"Teucrium scordium subsp. scordium";"Autóctone";"";"";"";"Hemicriptófito";30;""
"Lamiaceae";"Teucrium scorodonia";"Autóctone";"";"";"";"Hemicriptófito";451;""
"Lamiaceae";"Teucrium spinosum";"Autóctone";"";"";"";"Terófito";22;""
"Lamiaceae";"Teucrium vicentinum";"Endémica";"Endémica de Portugal continental";"";"LC";"Caméfito";11;""
"Lamiaceae";"Thymbra capitata";"Autóctone";"";"";"";"Caméfito";42;""
"Lamiaceae";"Thymus albicans";"Autóctone";"Endémica da Península Ibérica";"";"VU";"Caméfito";6;""
"Lamiaceae";"Thymus caespititius";"Autóctone";"";"";"";"Caméfito";80;""
"Lamiaceae";"Thymus camphoratus";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"LC";"Caméfito";27;""
"Lamiaceae";"Thymus capitellatus";"Endémica";"Endémica de Portugal continental";"Anexo IV";"LC";"Caméfito";56;""
"Lamiaceae";"Thymus carnosus";"Autóctone";"Endémica da Península Ibérica";"Anexo II,Anexo IV";"LC";"Caméfito";23;""
"Lamiaceae";"Thymus lotocephalus";"Endémica";"Endémica de Portugal continental";"Prioritária,Anexo IV";"NT";"Caméfito";18;""
"Lamiaceae";"Thymus mastichina subsp. mastichina";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";135;""
"Lamiaceae";"Thymus mastichina subsp. donyanae";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";0;""
"Lamiaceae";"Thymus mastichina";"";"";"";"";"Caméfito";319;""
"Lamiaceae";"Thymus praecox subsp. britanicus";"Autóctone";"";"";"";"Caméfito";0;""
"Lamiaceae";"Thymus pulegioides";"Autóctone";"";"";"";"Caméfito";22;""
"Lamiaceae";"Thymus villosus subsp. villosus";"Endémica";"Endémica de Portugal continental";"Anexo IV";"LC";"Caméfito";36;""
"Lamiaceae";"Thymus villosus subsp. lusitanicus";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";2;""
"Lamiaceae";"Thymus villosus";"";"";"";"";"Caméfito";93;""
"Lamiaceae";"Thymus zygis subsp. sylvestris";"Autóctone";"Endémica da Península Ibérica";"";"";"Caméfito";44;""
