"Taxon","UTM.cell"
"Dianthus_langeanus","29TPH41"
"Dianthus_langeanus","29TPH43"
"Dianthus_langeanus","29TPH44"
"Dianthus_langeanus","29TPH51"
"Dianthus_langeanus","29TPH54"
"Dianthus_langeanus","29TPH63"
"Dianthus_langeanus","29TPH64"
"Dianthus_langeanus","29TPH65"
"Dianthus_langeanus","29TPH70"
"Dianthus_langeanus","29TPH71"
"Dianthus_langeanus","29TPH73"
"Dianthus_langeanus","29TPH74"
"Dianthus_langeanus","29TPH85"
"Dianthus_langeanus","29TPH90"
"Dianthus_langeanus","29TPH96"
"Dianthus_langeanus","29TQG19"
"Dianthus_langeanus","29TQG27"
"Dianthus_langeanus","29TQH06"
"Dianthus_langeanus","29TQH08"
"Dianthus_langeanus","29TQH09"
"Dianthus_langeanus","29TQH14"
"Dianthus_langeanus","29TQH15"
"Dianthus_langeanus","29TQH16"
"Dianthus_langeanus","29TQH25"
"Dianthus_langeanus","29TQH26"
"Dianthus_langeanus","29TQH34"
"Dianthus_langeanus","29TQH35"
"Dianthus_langeanus","29TQH37"
"Dianthus_langeanus","29TQH43"
"Dianthus_langeanus","30TTK66"
"Dianthus_langeanus","30TTK75"
"Dianthus_langeanus","30TTK76"
"Dianthus_langeanus","30TTK77"
"Dianthus_langeanus","30TTK85"
"Dianthus_langeanus","30TTK86"
"Dianthus_langeanus","30TTL69"
"Dianthus_langeanus","30TTN55"
"Dianthus_langeanus","30TTN56"
"Dianthus_langeanus","30TTN65"
"Dianthus_langeanus","30TTN66"
"Dianthus_langeanus","30TTN76"
"Dianthus_langeanus","30TTN86"
"Dianthus_langeanus","30TTN96"
"Dianthus_langeanus","30TUN06"
"Dianthus_langeanus","30TUN07"
"Dianthus_langeanus","30TUN27"
"Dianthus_langeanus","30TUN34"
"Dianthus_langeanus","30TUN54"
"Dianthus_langeanus","30TUN55"
"Dianthus_langeanus","30TUN64"
"Dianthus_langeanus","30TUN92"
"Dianthus_langeanus","30TUN95"
"Dianthus_langeanus","30TVN06"
"Dianthus_laricifolius","29TNE68"
"Dianthus_laricifolius","29TNE88"
"Dianthus_laricifolius","29TNE94"
"Dianthus_laricifolius","29TNF54"
"Dianthus_laricifolius","29TNF71"
"Dianthus_laricifolius","29TNF73"
"Dianthus_laricifolius","29TNF84"
"Dianthus_laricifolius","29TNF85"
"Dianthus_laricifolius","29TNF94"
"Dianthus_laricifolius","29TNG25"
"Dianthus_laricifolius","29TNG35"
"Dianthus_laricifolius","29TNG45"
"Dianthus_laricifolius","29TNG55"
"Dianthus_laricifolius","29TNG56"
"Dianthus_laricifolius","29TNG66"
"Dianthus_laricifolius","29TNG67"
"Dianthus_laricifolius","29TNG78"
"Dianthus_laricifolius","29TNG88"
"Dianthus_laricifolius","29TNG93"
"Dianthus_laricifolius","29TNG98"
"Dianthus_laricifolius","29TNH67"
"Dianthus_laricifolius","29TNH71"
"Dianthus_laricifolius","29TPE15"
