Taxon,UTM10x10,Notas
Crepis vesicaria,29SNC82,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC84,LSL (C. taraxacifolia)
Crepis vesicaria,29SQD01,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC54,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC53,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC55,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC57,LSL (C. taraxacifolia)
Crepis vesicaria,29SNC52,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE63,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE67,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE96,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE35,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE34,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE55,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE56,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE58,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE49,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE46,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE38,LSL (C. taraxacifolia)
Crepis vesicaria,29TQE47,LSL (C. taraxacifolia)
Crepis vesicaria,29TQE46,LSL (C. taraxacifolia)
Crepis vesicaria,29TQE49,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE55,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE54,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE44,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE43,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE46,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE45,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF17,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF19,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF18,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF06,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF09,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE69,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE63,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE67,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE13,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF28,LSL (C. taraxacifolia)
Crepis vesicaria,29TQF29,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE05,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE33,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE23,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE15,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE93,LSL (C. taraxacifolia)
Crepis vesicaria,29TNE87,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF10,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF05,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF04,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF03,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF31,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF34,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF35,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF26,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF24,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF16,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF15,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF95,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF99,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF94,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF93,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF84,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF87,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF88,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF51,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF54,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF58,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF57,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF49,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF48,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF43,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF45,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF44,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF38,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF39,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF74,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF73,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF75,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF78,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF77,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF79,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF70,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF72,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF71,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF62,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF65,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF64,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF67,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF66,LSL (C. taraxacifolia)
Crepis vesicaria,29TPF61,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG50,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG40,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG74,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG71,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG70,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG60,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG94,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG90,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG92,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG80,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG82,LSL (C. taraxacifolia)
Crepis vesicaria,29TPG81,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG01,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG00,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG02,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG20,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG10,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG11,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG43,LSL (C. taraxacifolia)
Crepis vesicaria,29TQG30,LSL (C. taraxacifolia)
Crepis vesicaria,29TNF71,LSL (C. taraxacifolia)
Crepis vesicaria,29TNF70,LSL (C. taraxacifolia)
Crepis vesicaria,29TNF94,LSL (C. taraxacifolia)
Crepis vesicaria,29TNF41,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE07,LSL (C. taraxacifolia)
Crepis vesicaria,29TQH25,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE77,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE78,LSL (C. taraxacifolia)
Crepis vesicaria,29TPE73,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ54,LSL (C. taraxacifolia)
Crepis vesicaria,30STF84,LSL (C. taraxacifolia)
Crepis vesicaria,30STF85,LSL (C. taraxacifolia)
Crepis vesicaria,30STF70,LSL (C. taraxacifolia)
Crepis vesicaria,30STF66,LSL (C. taraxacifolia)
Crepis vesicaria,30STF94,LSL (C. taraxacifolia)
Crepis vesicaria,30STF89,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH00,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH67,LSL (C. taraxacifolia)
Crepis vesicaria,30STG59,LSL (C. taraxacifolia)
Crepis vesicaria,30STG49,LSL (C. taraxacifolia)
Crepis vesicaria,30STG80,LSL (C. taraxacifolia)
Crepis vesicaria,30SXK91,LSL (C. taraxacifolia)
Crepis vesicaria,30STG69,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH21,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH11,LSL (C. taraxacifolia)
Crepis vesicaria,30SXK62,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH45,LSL (C. taraxacifolia)
Crepis vesicaria,30STG39,LSL (C. taraxacifolia)
Crepis vesicaria,30SWH35,LSL (C. taraxacifolia)
Crepis vesicaria,30SUJ71,LSL (C. taraxacifolia)
Crepis vesicaria,30STG98,LSL (C. taraxacifolia)
Crepis vesicaria,30STG99,LSL (C. taraxacifolia)
Crepis vesicaria,30STG89,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH73,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH72,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH94,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH96,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH99,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH42,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH31,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH63,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG29,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG21,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG40,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG41,LSL (C. taraxacifolia)
Crepis vesicaria,30SXH11,LSL (C. taraxacifolia)
Crepis vesicaria,30SYK42,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG07,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG09,LSL (C. taraxacifolia)
Crepis vesicaria,30SUG83,LSL (C. taraxacifolia)
Crepis vesicaria,30SWF29,LSL (C. taraxacifolia)
Crepis vesicaria,30SWF38,LSL (C. taraxacifolia)
Crepis vesicaria,30SWF37,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH37,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH72,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH73,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH08,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH04,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH23,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH22,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH12,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH14,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH91,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH93,LSL (C. taraxacifolia)
Crepis vesicaria,30SUH82,LSL (C. taraxacifolia)
Crepis vesicaria,30STJ76,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH01,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH03,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH33,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH91,LSL (C. taraxacifolia)
Crepis vesicaria,30SXG69,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH64,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH56,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH51,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH52,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH44,LSL (C. taraxacifolia)
Crepis vesicaria,30SVH43,LSL (C. taraxacifolia)
Crepis vesicaria,30SXG17,LSL (C. taraxacifolia)
Crepis vesicaria,30SXG39,LSL (C. taraxacifolia)
Crepis vesicaria,30SXG29,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF05,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF07,LSL (C. taraxacifolia)
Crepis vesicaria,30SYJ00,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF14,LSL (C. taraxacifolia)
Crepis vesicaria,30SYJ30,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF89,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF88,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF86,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF77,LSL (C. taraxacifolia)
Crepis vesicaria,30SUF68,LSL (C. taraxacifolia)
Crepis vesicaria,30STH80,LSL (C. taraxacifolia)
Crepis vesicaria,30STH84,LSL (C. taraxacifolia)
Crepis vesicaria,30STH71,LSL (C. taraxacifolia)
Crepis vesicaria,30STH70,LSL (C. taraxacifolia)
Crepis vesicaria,30STH68,LSL (C. taraxacifolia)
Crepis vesicaria,30STH93,LSL (C. taraxacifolia)
Crepis vesicaria,30STH40,LSL (C. taraxacifolia)
Crepis vesicaria,30STH30,LSL (C. taraxacifolia)
Crepis vesicaria,30SYG09,LSL (C. taraxacifolia)
Crepis vesicaria,30STH60,LSL (C. taraxacifolia)
Crepis vesicaria,30STH61,LSL (C. taraxacifolia)
Crepis vesicaria,30STH51,LSL (C. taraxacifolia)
Crepis vesicaria,30STH50,LSL (C. taraxacifolia)
Crepis vesicaria,30STH42,LSL (C. taraxacifolia)
Crepis vesicaria,30SVF58,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH47,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH48,LSL (C. taraxacifolia)
Crepis vesicaria,30SVF48,LSL (C. taraxacifolia)
Crepis vesicaria,30SVF88,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH36,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH57,LSL (C. taraxacifolia)
Crepis vesicaria,30SVF17,LSL (C. taraxacifolia)
Crepis vesicaria,30SVF27,LSL (C. taraxacifolia)
Crepis vesicaria,30STJ50,LSL (C. taraxacifolia)
Crepis vesicaria,30STJ40,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH04,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH07,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH09,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH08,LSL (C. taraxacifolia)
Crepis vesicaria,30SWJ91,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH25,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH27,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH18,LSL (C. taraxacifolia)
Crepis vesicaria,30SYH17,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG96,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG67,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG68,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG99,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG97,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG37,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG58,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG57,LSL (C. taraxacifolia)
Crepis vesicaria,30SVG47,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG54,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG48,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG47,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG42,LSL (C. taraxacifolia)
Crepis vesicaria,30STF40,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG35,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG38,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ84,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ78,LSL (C. taraxacifolia)
Crepis vesicaria,30STF60,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG61,LSL (C. taraxacifolia)
Crepis vesicaria,30STF64,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG65,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG09,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG07,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ92,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ94,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG28,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ37,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG12,LSL (C. taraxacifolia)
Crepis vesicaria,30SWG16,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ27,LSL (C. taraxacifolia)
Crepis vesicaria,30SXJ64,LSL (C. taraxacifolia)
Crepis vesicaria,30TTL73,LSL (C. taraxacifolia)
Crepis vesicaria,30TXM15,LSL (C. taraxacifolia)
Crepis vesicaria,30TXM17,LSL (C. taraxacifolia)
Crepis vesicaria,30TXM09,LSL (C. taraxacifolia)
Crepis vesicaria,30TXM01,LSL (C. taraxacifolia)
Crepis vesicaria,30TXM25,LSL (C. taraxacifolia)
Crepis vesicaria,30TXL33,LSL (C. taraxacifolia)
Crepis vesicaria,30TUL73,LSL (C. taraxacifolia)
Crepis vesicaria,30TXL23,LSL (C. taraxacifolia)
Crepis vesicaria,30TUL40,LSL (C. taraxacifolia)
Crepis vesicaria,30TUL41,LSL (C. taraxacifolia)
Crepis vesicaria,30TUL31,LSL (C. taraxacifolia)
Crepis vesicaria,30TUL30,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN35,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN31,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN33,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN23,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN43,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM45,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN12,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN11,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN05,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN04,LSL (C. taraxacifolia)
Crepis vesicaria,30TXN00,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM61,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM60,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM63,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM52,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM51,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM90,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM85,LSL (C. taraxacifolia)
Crepis vesicaria,30TUM84,LSL (C. taraxacifolia)
Crepis vesicaria,30TVM65,LSL (C. taraxacifolia)
Crepis vesicaria,30TVM92,LSL (C. taraxacifolia)
Crepis vesicaria,30TVM95,LSL (C. taraxacifolia)
Crepis vesicaria,30TVM96,LSL (C. taraxacifolia)
Crepis vesicaria,30TVM91,LSL (C. taraxacifolia)
Crepis vesicaria,30TXL14,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN12,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK06,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN13,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN01,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN03,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN02,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN34,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN33,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN35,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN32,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN23,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN22,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN21,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK67,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK66,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK55,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK76,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN83,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN84,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK25,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK29,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK15,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK18,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK49,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN56,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK45,LSL (C. taraxacifolia)
Crepis vesicaria,30TUK44,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN44,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN46,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN43,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN72,LSL (C. taraxacifolia)
Crepis vesicaria,30TVN73,LSL (C. taraxacifolia)
Crepis vesicaria,30TXK93,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN60,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN61,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN50,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN91,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN85,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN71,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN70,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN73,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN75,LSL (C. taraxacifolia)
Crepis vesicaria,30TTM53,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM91,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM84,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM87,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM89,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM79,LSL (C. taraxacifolia)
Crepis vesicaria,30TYK25,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM99,LSL (C. taraxacifolia)
Crepis vesicaria,30TVK27,LSL (C. taraxacifolia)
Crepis vesicaria,30TVK29,LSL (C. taraxacifolia)
Crepis vesicaria,30TYK39,LSL (C. taraxacifolia)
Crepis vesicaria,30TYK03,LSL (C. taraxacifolia)
Crepis vesicaria,30TWN92,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL59,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL49,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL17,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL07,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL37,LSL (C. taraxacifolia)
Crepis vesicaria,30TVL27,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN33,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN55,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK96,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN15,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK57,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK56,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK59,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK47,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK49,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN86,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK64,LSL (C. taraxacifolia)
Crepis vesicaria,30TTK66,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN93,LSL (C. taraxacifolia)
Crepis vesicaria,30TUN92,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM47,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM48,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM44,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM35,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM38,LSL (C. taraxacifolia)
Crepis vesicaria,30TWM34,LSL (C. taraxacifolia)
Crepis vesicaria,30TTL59,LSL (C. taraxacifolia)
Crepis vesicaria,31SBD50,LSL (C. taraxacifolia)
Crepis vesicaria,31TBF50,LSL (C. taraxacifolia)
Crepis vesicaria,31TDG30,LSL (C. taraxacifolia)
Cynara humilis,31TBF64,LSL
Cytisus striatus,30SWH31,LSL
Dactylorhiza incarnata,30TWL50,LSL
Dactylorhiza majalis,30TWM37,LSL
Dactylorhiza majalis,30TWM56,LSL
Dactylorhiza majalis,30TWM35,LSL
Dianthus broteri,30STJ97,LSL
Dipsacus sativus,29SNE32,LSL
Dipsacus sativus,29SPD74,LSL
Dipsacus sativus,29SQD20,LSL
Dipsacus sativus,30STJ98,LSL
Dipsacus sativus,30TUK08,LSL
Dipsacus sativus,30TUK29,LSL
Dipsacus sativus,30TUN75,LSL
Echinospartum horridum,30STJ76,LSL
Echium gaditanum,30SYJ36,LSL
Erigeron alpinus,30SYH38,LSL
Erigeron alpinus,30SYH48,LSL
Erigeron alpinus,31TBF50,LSL
Erigeron alpinus,30TVN40,LSL
Erigeron alpinus,30TVN44,LSL
Erodium salzmannii,30TTK66,LSL
Erodium salzmannii,30TTK43,LSL
Erodium salzmannii,29SQD44,LSL
Erodium salzmannii,29SPC39,LSL
Erodium salzmannii,29SQC09,LSL
Erodium salzmannii,29SQC18,LSL
Erodium salzmannii,29SPC97,LSL
Erodium salzmannii,29SQC37,LSL
Erodium salzmannii,29SQC26,LSL
Erodium salzmannii,29SQC35,LSL
Erodium salzmannii,29SQC45,LSL
Erodium salzmannii,29SQC51,LSL
Erodium salzmannii,29SQC40,LSL
Erodium salzmannii,30SUF47,LSL
Erodium salzmannii,30STF66,LSL
Euphorbia akenocarpa,29SPD93,LSL
Euphorbia akenocarpa,29SPB29,LSL
Antirrhinum latifolium,31TDH90,MGB
Antirrhinum latifolium,31TDG77,MGB
Antirrhinum latifolium,31TDG78,MGB
Antirrhinum latifolium,31TDG79,MGB
Antirrhinum latifolium,29TNJ52,MGB
Arctium lappa,31TDF28,MGB
Arctium lappa,31TDF18,MGB
Arctium lappa,31TCF89,MGB
Arctium lappa,31TCF99,MGB
Arctium lappa,31TCG91,MGB
Arctium lappa,31TDG98,MGB
Arctium lappa,30TUN84,MGB
Arctium lappa,30TVN16,MGB
Armeria muelleri,31TDG50,MGB
Armeria muelleri,31TDG40,MGB
Armeria muelleri,31TCH13,MGB
Biscutella cichoriifolia,30TYN33,MGB
Biscutella cichoriifolia,30TYN43,MGB
Biscutella cichoriifolia,29SQC12,MGB
Centaurea hanrii,30TTK66,MGB
Centaurea hanrii,30TTK75,MGB
Galium brockmannii,31TBH63,MGB
Galium brockmannii,31TEG15,MGB
Galium brockmannii,31TEG05,MGB
Globularia cordifolia,30STJ76,MGB
Hylotelephium maximum,30TYK39,MGB
Hylotelephium maximum,30TYK36,MGB
Hylotelephium maximum,31TBH92,MGB
Hylotelephium maximum,31TBH53,MGB
Iberis pinnata,31TDG95,MGB
Iberis pinnata,31TDG79,MGB
Iberis pinnata,31TCH13,MGB
Iberis pinnata,31TBF58,MGB
Iberis sempervirens,30TVN22,MGB
Iberis sempervirens,31TBH53,MGB
Iberis sempervirens,31TBH80,MGB
Iberis sempervirens,31TBG88,MGB
Iberis sempervirens,31TCG09,MGB
Iberis sempervirens,31TBH91,MGB
Iberis sempervirens,31TCH01,MGB
Linaria pelisseriana,30STF81,MGB
Linum tenuifolium,31TBF54,MGB
Linum tenuifolium,31TBF53,MGB
Linum tenuifolium,31TBF63,MGB
Linum tenuifolium,31TBF52,MGB
Linum tenuifolium,30TXM59,MGB
Linum tenuifolium,30STJ76,MGB
Luzula lutea,29TPE17,MGB
Luzula lutea,29TPE84,MGB
Luzula lutea,29TQE17,MGB
Luzula lutea,29TQE38,MGB
Luzula lutea,29TQE47,MGB
Luzula lutea,30TTK55,MGB
Luzula lutea,30TTK66,MGB
Luzula lutea,30TTK76,MGB
Luzula lutea,30TTK74,MGB
Luzula lutea,30STJ97,MGB
Luzula lutea,31TCH03,MGB
Orlaya grandiflora,30TYN34,MGB
Orlaya grandiflora,30TYN43,MGB
Orlaya grandiflora,31TBH53,MGB
