Taxon,UTM10x10,UTM1x1,Ref
Erica vagans,29TQJ02,29TQJ0024,https://www.doi.org/10.15470/akznrb
Mentha pulegium,29TQJ02,29TQJ0024,https://www.doi.org/10.15470/akznrb
Asplenium onopteris,29TQJ02,29TQJ0024,https://www.doi.org/10.15470/akznrb
Woodwardia radicans,29TPJ92,---,https://www.doi.org/10.15470/akznrb
Erica erigena,30TUP12,---,https://www.doi.org/10.15470/akznrb
Pulicaria dysenterica,29TQJ26,29TQJ2762,https://www.doi.org/10.15470/akznrb
Aira praecox,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Hyacinthoides non-scripta,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Lamium maculatum,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Chrysosplenium oppositifolium,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Ornithopus perpusillus,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Cytisus striatus,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Geranium molle,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Rhinanthus minor,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Veronica montana,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Saxifraga clusii,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Micropyrum tenellum,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Linaria elegans,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Sonchus asper,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Polystichum setiferum,30TTP60,30TTP6707,https://www.doi.org/10.15470/akznrb
Stellaria holostea,29TPH69,29TPH6993,https://www.doi.org/10.15470/akznrb
Laserpitium prutenicum dufourianum,29TQJ32,29TQJ3428,https://www.doi.org/10.15470/akznrb
Bromus hordeaceus hordeaceus,30TUP41,30TUP4711,https://www.doi.org/10.15470/akznrb
Polygonum maritimum,29TPJ92,29TPJ9425,https://www.doi.org/10.15470/akznrb
Salsola kali,29TPJ92,29TPJ9425,https://www.doi.org/10.15470/akznrb
Equisetum arvense,30TTP60,30TTP6704,https://www.doi.org/10.15470/akznrb
Equisetum telmateia,30TTP71,30TTP7312,https://www.doi.org/10.15470/akznrb
Antirrhinum braun-blanquetii,30TTP50,30TTP5700,https://www.doi.org/10.15470/akznrb
Samolus valerandi,30TTP60,30TTP6003,https://www.doi.org/10.15470/akznrb
Polygonum minus,29TPJ91,29TPJ9619,https://www.doi.org/10.15470/akznrb
Scrophularia alpestris,29TPJ91,29TPJ9619,https://www.doi.org/10.15470/akznrb
Stellaria alsine,29TPJ91,29TPJ9619,https://www.doi.org/10.15470/akznrb
Illecebrum verticillatum,29TPJ91,29TPJ9619,https://www.doi.org/10.15470/akznrb
Lysimachia nemorum,29TQH47,29TQH4177,https://www.doi.org/10.15470/akznrb
Dryopteris corleyi,30TUP60,---,https://www.doi.org/10.15470/akznrb
Dryopteris corleyi,30TUP60,30TUP6705,https://www.doi.org/10.15470/akznrb
Genista florida,29TPH69,29TPH6699,https://www.doi.org/10.15470/akznrb
Anemone pavoniana,30TTN56,30TTN5969,https://www.doi.org/10.15470/akznrb
Ranunculus alnetorum,30TTN56,30TTN5969,https://www.doi.org/10.15470/akznrb
Androsace villosa,30TTN56,30TTN5968,https://www.doi.org/10.15470/akznrb
Ranunculus amplexicaulis,30TTN56,30TTN5969,https://www.doi.org/10.15470/akznrb
Pulsatilla rubra,30TTN56,30TTN5969,https://www.doi.org/10.15470/akznrb
Anarrhinum bellidifolium,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Anthoxanthum amarum,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Arabis hirsuta,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Chelidonium majus,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Omphalodes nitida,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Sonchus oleraceus,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Silene latifolia,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Vicia hirsuta,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Crataegus monogyna,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Ornithopus compressus,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Vicia sepium,29TPH79,29TPH7291,https://www.doi.org/10.15470/akznrb
Pyrus cordata,29TPH79,29TPH7396,https://www.doi.org/10.15470/akznrb
Helleborus viridis occidentalis,30TUN17,30TUN1475,https://www.doi.org/10.15470/akznrb
Erysimum duriaei,29TQH27,29TQH2377,https://www.doi.org/10.15470/akznrb
Polystichum lonchitis,29TQH27,---,https://www.doi.org/10.15470/akznrb
Hymenophyllum tunbrigense,30TUN28,30TUN2089,https://www.doi.org/10.15470/akznrb
Pyrus cordata,29TPH76,---,https://www.doi.org/10.15470/akznrb
Sorbus aucuparia,29TPH68,29TPH6680,https://www.doi.org/10.15470/akznrb
Sorbus aucuparia,29TQH05,29TQH0457,https://www.doi.org/10.15470/akznrb
Ranunculus platanifolius,29TQH05,---,https://www.doi.org/10.15470/akznrb
Vaccinium myrtillus,29TQH05,---,https://www.doi.org/10.15470/akznrb
Festuca altissima,29TQH05,29TQH0657,https://www.doi.org/10.15470/akznrb
Crocus serotinus,30TTP92,---,https://www.doi.org/10.15470/akznrb
Pyrus cordata,29TPJ60,29TPJ6004,https://www.doi.org/10.15470/akznrb
Malus sylvestris,29TQH47,29TQH4174,https://www.doi.org/10.15470/akznrb
Sorbus aucuparia,29TQH47,29TQH4174,https://www.doi.org/10.15470/akznrb
Ulmus glabra,29TPH85,---,https://www.doi.org/10.15470/akznrb
Sorbus aria,29TPH85,---,https://www.doi.org/10.15470/akznrb
Myosotis stolonifera,29TQH06,29TQH0464,https://www.doi.org/10.15470/akznrb
Narthecium ossifragum,30TTN76,30TTN7565,https://www.doi.org/10.15470/akznrb
Saxifraga trifurcata,29TQH26,29TQH2468,https://www.doi.org/10.15470/akznrb
Saxifraga babiana,29TQH26,29TQH2468,https://www.doi.org/10.15470/akznrb
Saxifraga canaliculata,29TQH26,29TQH2468,https://www.doi.org/10.15470/akznrb
Saxifraga spathularis,29TQH26,29TQH2468,https://www.doi.org/10.15470/akznrb
Erinus alpinus,29TQH47,29TQH4176,https://www.doi.org/10.15470/akznrb
Tozzia alpina alpina,29TQH47,29TQH4372,https://www.doi.org/10.15470/akznrb
Prunus padus padus,29TQH47,29TQH4372,https://www.doi.org/10.15470/akznrb
Veronica scutellata,30TTN68,30TTN6286,https://www.doi.org/10.15470/akznrb
Agrostis stolonifera,30TTN68,30TTN6286,https://www.doi.org/10.15470/akznrb
Saxifraga trifurcata,29TPH96,29TPH9468,https://www.doi.org/10.15470/akznrb
Vincetoxicum hirundinaria,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Armeria maritima,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Limonium binervosum,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Brachypodium phoenicoides,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Cynosurus cristatus,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Linum bienne,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Reseda phyteuma,30TUP31,30TUP3913,https://www.doi.org/10.15470/akznrb
Cystopteris viridula,30TUP31,30TUP3510,https://www.doi.org/10.15470/akznrb
Oenanthe lachenalii,29TQJ32,29TQJ3625,https://www.doi.org/10.15470/akznrb
Dryopteris carthusiana,29TPJ61,29TPJ6212,https://www.doi.org/10.15470/akznrb
Chaerophyllum hirsutum,29TPJ61,29TPJ6212,https://www.doi.org/10.15470/akznrb
Melica uniflora,29TPJ61,29TPJ6212,https://www.doi.org/10.15470/akznrb
Sherardia arvensis,29TPH70,29TPH7805,https://www.doi.org/10.15470/akznrb
Hypericum elodes,29TQJ10,29TQJ1607,https://www.doi.org/10.15470/akznrb
Botrychium lunaria,29TQH37,---,https://www.doi.org/10.15470/akznrb
Pyrus cordata,29TPH59,29TPH5892,https://www.doi.org/10.15470/akznrb
Dryopteris aemula,30TUP31,---,https://www.doi.org/10.15470/akznrb
Chaerophyllum hirsutum,30TTN68,30TTN6286,https://www.doi.org/10.15470/akznrb
Acer pseudoplatanus,29TPH85,---,https://www.doi.org/10.15470/akznrb
Astrantia major,29TPH95,29TPH9156,https://www.doi.org/10.15470/akznrb
Polystichum lonchitis,29TQH36,---,https://www.doi.org/10.15470/akznrb
Campanula arvatica,29TQH27,29TQH2379,https://www.doi.org/10.15470/akznrb
Geranium sanguineum,29TQH27,29TQH2379,https://www.doi.org/10.15470/akznrb
Cytisus cantabricus,30TUN28,---,https://www.doi.org/10.15470/akznrb
Saxifraga babiana,29TQH27,29TQH2470,https://www.doi.org/10.15470/akznrb
Saxifraga canaliculata,29TQH27,29TQH2470,https://www.doi.org/10.15470/akznrb
Pyrus cordata,29TPJ50,29TPJ5600,https://www.doi.org/10.15470/akznrb
Carex rostrata,29TQH05,29TQH0757,https://www.doi.org/10.15470/akznrb
Myosotis stolonifera,29TQH05,29TQH0757,https://www.doi.org/10.15470/akznrb
Sorbus aucuparia,29TQH47,29TQH4174,https://www.doi.org/10.15470/akznrb
Eriophorum latifolium,29TQH47,29TQH4174,https://www.doi.org/10.15470/akznrb
Valeriana montana,29TQH47,29TQH4372,https://www.doi.org/10.15470/akznrb
Lathraea clandestina,29TQJ00,29TQJ0104,https://www.doi.org/10.15470/akznrb
Quercus suber,30TUP21,30TUP2815,https://www.doi.org/10.15470/akznrb
Stellaria alsine,29TPJ92,29TPJ9225,https://www.doi.org/10.15470/akznrb
Wahlenbergia hederacea,29TPJ92,29TPJ9225,https://www.doi.org/10.15470/akznrb
Lobelia urens,29TPJ92,29TPJ9225,https://www.doi.org/10.15470/akznrb
Asplenium scolopendrium,29TQJ01,---,https://www.doi.org/10.15470/akznrb
Osmunda regalis,29TPJ92,---,https://www.doi.org/10.15470/akznrb
Ruppia maritima,29TPJ02,29TPJ0226,https://www.doi.org/10.15470/akznrb
Asplenium onopteris,29TQJ01,---,https://www.doi.org/10.15470/akznrb
Asplenium billotii,29TQJ01,---,https://www.doi.org/10.15470/akznrb
Polypodium vulgare,30TTN76,---,https://www.doi.org/10.15470/akznrb
Athyrium filix-femina,30TTN76,---,https://www.doi.org/10.15470/akznrb
Athyrium filix-femina,30TUP30,---,https://www.doi.org/10.15470/akznrb
Asplenium onopteris,29TPJ51,29TPJ5715,https://www.doi.org/10.15470/akznrb
Geranium rotundifolium,29TPJ51,29TPJ5715,https://www.doi.org/10.15470/akznrb
Vicia pubescens,29TPJ51,29TPJ5715,https://www.doi.org/10.15470/akznrb
Lonicera etrusca,29TPJ51,29TPJ5715,https://www.doi.org/10.15470/akznrb
Dryopteris corleyi,30TUP60,30TUP6305,https://www.doi.org/10.15470/akznrb
Erica mackaiana,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Erica ciliaris,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Chamaemelum nobile,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Carum verticillatum,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Stachys officinalis,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Rhinanthus angustifolius,29TPJ92,29TPJ9020,https://www.doi.org/10.15470/akznrb
Linaria triornithophora,29TQH07,29TQH0373,https://www.doi.org/10.15470/akznrb
Equisetum telmateia,29TQH28,29TQH2381,https://www.doi.org/10.15470/akznrb
Ranunculus ollissiponensis ollissiponensis,29TPG58,29TPG5582,https://www.doi.org/10.15470/akznrb
Sedum pruinatum,29TNG73,29TNG7739,https://www.doi.org/10.15470/akznrb
Centaurea nigra rivularis,29TPG18,29TPG1889,https://www.doi.org/10.15470/akznrb
Margotia gummifera,29TPG59,29TPG5594,https://www.doi.org/10.15470/akznrb
Dianthus laricifolius caespitosifolius,29TPG59,29TPG5494,https://www.doi.org/10.15470/akznrb
Thymus caespititius,29TNG88,29TNG8288,https://www.doi.org/10.15470/akznrb
Trifolium arvense,29TNG85,29TNG8553,https://www.doi.org/10.15470/akznrb
Adiantum capillus-veneris,29TPG69,---,https://www.doi.org/10.15470/akznrb
Calepina irregularis,29TPH60,---,https://www.doi.org/10.15470/akznrb
Cytisus multiflorus,29TNH60,29TNH6603,https://www.doi.org/10.15470/akznrb
Narthecium ossifragum,29TNH60,29TNH6205,https://www.doi.org/10.15470/akznrb
Rumex suffruticosus,29TPG88,---,https://www.doi.org/10.15470/akznrb
Agrostis tileni,29TPG88,---,https://www.doi.org/10.15470/akznrb
Ulex minor,29TPG08,29TPG0586,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30TVL23,30TVL2032,https://www.doi.org/10.15470/akznrb
Salix atrocinerea,30TVL13,30TVL1334,https://www.doi.org/10.15470/akznrb
Rumex papillaris,30TVL13,30TVL1334,https://www.doi.org/10.15470/akznrb
Salix atrocinerea,30TVL13,30TVL1334,https://www.doi.org/10.15470/akznrb
Ranunculus longipes,30TVL13,30TVL1334,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30TVL13,30TVL1334,https://www.doi.org/10.15470/akznrb
Cerastium fontanum vulgare,30TVL18,30TVL1682,https://www.doi.org/10.15470/akznrb
Cerastium fontanum vulgare,30TVL10,30TVL1702,https://www.doi.org/10.15470/akznrb
Potentilla neumanniana,30TVL25,30TVL2455,https://www.doi.org/10.15470/akznrb
Valerianella echinata,30TVL49,30TVL4699,https://www.doi.org/10.15470/akznrb
Aster willkommii,30TVL49,30TVL4898,https://www.doi.org/10.15470/akznrb
Umbilicus rupestris,30TVL15,30TVL1051,https://www.doi.org/10.15470/akznrb
Epilobium lanceolatum,30TVL12,30TVL1123,https://www.doi.org/10.15470/akznrb
Galium rotundifolium,30TVL15,30TVL1051,https://www.doi.org/10.15470/akznrb
Melica uniflora,30TVL11,30TVL1019,https://www.doi.org/10.15470/akznrb
Sedum hirsutum,30TVL12,30TVL1121,https://www.doi.org/10.15470/akznrb
Crucianella angustifolia,30TVL14,30TVL1142,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVL12,30TVL1121,https://www.doi.org/10.15470/akznrb
Aira caryophyllea caryophyllea,30TVL12,30TVL1121,https://www.doi.org/10.15470/akznrb
Luzula forsteri forsteri,30TVL12,30TVL1123,https://www.doi.org/10.15470/akznrb
Alchemilla saxatilis,30TVL11,30TVL1214,https://www.doi.org/10.15470/akznrb
Luzula lactea,30TVL11,30TVL1218,https://www.doi.org/10.15470/akznrb
Anthoxanthum odoratum,30TVL11,30TVL1218,https://www.doi.org/10.15470/akznrb
Ornithopus perpusillus,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Arnoseris minima,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Silene nutans nutans,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Cerastium brachypetalum brachypetalum,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Conopodium subcarneum,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Andryala integrifolia,30TVL17,30TVL1471,https://www.doi.org/10.15470/akznrb
Luzula lactea,30TVL11,30TVL1419,https://www.doi.org/10.15470/akznrb
Aira caryophyllea caryophyllea,30TVL11,30TVL1419,https://www.doi.org/10.15470/akznrb
Spergula morisonii,30TVL18,30TVL1482,https://www.doi.org/10.15470/akznrb
Holcus mollis,30TVL18,30TVL1482,https://www.doi.org/10.15470/akznrb
Biscutella valentina valentina,30TVL19,30TVL1492,https://www.doi.org/10.15470/akznrb
Conopodium pyrenaeum,30TVL19,30TVL1492,https://www.doi.org/10.15470/akznrb
Anthyllis vulneraria maura,30TVL19,30TVL1592,https://www.doi.org/10.15470/akznrb
Trifolium arvense,30TVL19,30TVL1592,https://www.doi.org/10.15470/akznrb
Vicia angustifolia,30TVL12,30TVL1526,https://www.doi.org/10.15470/akznrb
Dactylis glomerata hispanica,30TVL12,30TVL1526,https://www.doi.org/10.15470/akznrb
Cynosurus echinatus,30TVL12,30TVL1526,https://www.doi.org/10.15470/akznrb
Myosotis arvensis arvensis,30TVL18,30TVL1682,https://www.doi.org/10.15470/akznrb
Hypericum perforatum perforatum,30TVL18,30TVL1682,https://www.doi.org/10.15470/akznrb
Rumex acetosa acetosa,30TVL12,30TVL1626,https://www.doi.org/10.15470/akznrb
Anthoxanthum odoratum,30TVL12,30TVL1626,https://www.doi.org/10.15470/akznrb
Arrhenatherum elatius baeticum,30TVL10,30TVL1702,https://www.doi.org/10.15470/akznrb
Melica uniflora,30TVL12,30TVL1723,https://www.doi.org/10.15470/akznrb
Cardamine hirsuta,30TVL12,30TVL1723,https://www.doi.org/10.15470/akznrb
Micropyrum tenellum,30TVL14,30TVL1742,https://www.doi.org/10.15470/akznrb
Cerastium ramosissimum,30TVL16,30TVL1762,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TVL12,30TVL1725,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30TVL12,30TVL1725,https://www.doi.org/10.15470/akznrb
Campanula rapunculus,30TVL19,30TVL1392,https://www.doi.org/10.15470/akznrb
Luzula forsteri forsteri,30TVL12,30TVL1322,https://www.doi.org/10.15470/akznrb
Arrhenatherum elatius bulbosum,30TVL11,30TVL1712,https://www.doi.org/10.15470/akznrb
Senecio sylvaticus,30TVL11,30TVL1712,https://www.doi.org/10.15470/akznrb
Holcus mollis,30TVL12,30TVL1726,https://www.doi.org/10.15470/akznrb
Melica uniflora,30TVL12,30TVL1726,https://www.doi.org/10.15470/akznrb
Myosotis arvensis arvensis,30TVL19,30TVL1392,https://www.doi.org/10.15470/akznrb
Dianthus pungens brachyanthus,30TVL97,30TVL9377,https://www.doi.org/10.15470/akznrb
Polygonum rurivagum,30TUL67,30TUL6674,https://www.doi.org/10.15470/akznrb
Cephalanthera damasonium,30TVL16,30TVL1762,https://www.doi.org/10.15470/akznrb
Ononis spinosa spinosa,30TVL46,---,https://www.doi.org/10.15470/akznrb
Thymus praecox britannicus,30TVL12,---,https://www.doi.org/10.15470/akznrb
Stipa lagascae,30TVL37,30TVL3572,https://www.doi.org/10.15470/akznrb
Festuca rubra rubra,30TVL37,30TVL3471,https://www.doi.org/10.15470/akznrb
Dianthus pungens hispanicus,30TVL27,---,https://www.doi.org/10.15470/akznrb
Logfia minima,30TVL30,30TVL3304,https://www.doi.org/10.15470/akznrb
Logfia minima,30TVL05,30TVL0350,https://www.doi.org/10.15470/akznrb
Salix salviifolia,30TWM43,30TWM4236,https://www.doi.org/10.15470/akznrb
Polycnemum arvense,30TWM12,30TWM1827,https://www.doi.org/10.15470/akznrb
Equisetum palustre,30TWM12,30TWM1827,https://www.doi.org/10.15470/akznrb
Endressia castellana,30TWM12,30TWM1827,https://www.doi.org/10.15470/akznrb
Sideritis incana,30TWL47,30TWL4578,https://www.doi.org/10.15470/akznrb
Bupleurum rotundifolium,30TWL47,30TWL4578,https://www.doi.org/10.15470/akznrb
Ononis fruticosa,30TWL47,---,https://www.doi.org/10.15470/akznrb
Brassica repanda nudicaulis,30TWL47,---,https://www.doi.org/10.15470/akznrb
Draba dedeana,30TWM92,30TWM9127,https://www.doi.org/10.15470/akznrb
Bupleurum ranunculoides,30TWM92,30TWM9127,https://www.doi.org/10.15470/akznrb
Convolvulus arvensis,30TWM62,30TWM6626,https://www.doi.org/10.15470/akznrb
Verbascum pulverulentum,30TWM62,30TWM6626,https://www.doi.org/10.15470/akznrb
Cichorium intybus,30TWM62,30TWM6626,https://www.doi.org/10.15470/akznrb
Delphinium gracile,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Sedum sediforme,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Macrosyringion longiflorum,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Lavandula latifolia,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Centaurea calcitrapa,30TWM62,30TWM6626,https://www.doi.org/10.15470/akznrb
Bupleurum ranunculoides,30TWM92,30TWM9227,https://www.doi.org/10.15470/akznrb
Arenaria grandiflora grandiflora,30TWM92,30TWM9227,https://www.doi.org/10.15470/akznrb
Agrostis castellana,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Trifolium repens,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Trifolium campestre,30TWM53,30TWM5730,https://www.doi.org/10.15470/akznrb
Aegilops triuncialis,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Myosotis ramosissima ramosissima,30TWM52,30TWM5529,https://www.doi.org/10.15470/akznrb
Plantago lanceolata,30TWM52,30TWM5828,https://www.doi.org/10.15470/akznrb
Phleum pratense,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Cynosurus cristatus,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Cynosurus echinatus,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Arabis auriculata,30TWM52,30TWM5429,https://www.doi.org/10.15470/akznrb
Convolvulus lineatus,30TWM53,30TWM5730,https://www.doi.org/10.15470/akznrb
Leucanthemum vulgare,30TWM52,30TWM5828,https://www.doi.org/10.15470/akznrb
Plantago maritima maritima,30TWM52,30TWM5828,https://www.doi.org/10.15470/akznrb
Lithodora fruticosa,30TWM52,30TWM5429,https://www.doi.org/10.15470/akznrb
Carduncellus monspelliensium,30TWM53,30TWM5730,https://www.doi.org/10.15470/akznrb
Cistus laurifolius,30TWM53,30TWM5730,https://www.doi.org/10.15470/akznrb
Globularia vulgaris,30TWM52,30TWM5429,https://www.doi.org/10.15470/akznrb
Aegilops geniculata,30TWM52,30TWM5729,https://www.doi.org/10.15470/akznrb
Saxifraga tridactylites,30TWM53,30TWM5633,https://www.doi.org/10.15470/akznrb
Eryngium campestre,30TWM53,30TWM5632,https://www.doi.org/10.15470/akznrb
Scolymus hispanicus,30TWM53,30TWM5632,https://www.doi.org/10.15470/akznrb
Plantago holosteum,30TWM53,30TWM5632,https://www.doi.org/10.15470/akznrb
Cuscuta epithymum,30TWM53,30TWM5732,https://www.doi.org/10.15470/akznrb
Bellis perennis,30TWM53,30TWM5633,https://www.doi.org/10.15470/akznrb
Malva sylvestris,30TWM53,30TWM5432,https://www.doi.org/10.15470/akznrb
Carlina vulgaris spinosa,30TWM53,30TWM5632,https://www.doi.org/10.15470/akznrb
Equisetum fluviatile,30TWM43,30TWM4236,https://www.doi.org/10.15470/akznrb
Salix cantabrica,30TWM43,30TWM4236,https://www.doi.org/10.15470/akznrb
Alyssum granatense,30TWM43,30TWM4236,https://www.doi.org/10.15470/akznrb
Equisetum fluviatile,30TWM43,30TWM4236,https://www.doi.org/10.15470/akznrb
Paeonia officinalis microcarpa,30TWM43,30TWM4136,https://www.doi.org/10.15470/akznrb
Ribes alpinum,30TWM43,30TWM4136,https://www.doi.org/10.15470/akznrb
Achillea tomentosa,30TWM43,30TWM4136,https://www.doi.org/10.15470/akznrb
Fumaria vaillantii,30TWL39,30TWL3994,https://www.doi.org/10.15470/akznrb
Adonis flammea,30TWL39,30TWL3994,https://www.doi.org/10.15470/akznrb
Hypecoum pendulum,30TWM71,30TWM7213,https://www.doi.org/10.15470/akznrb
Hormathophylla lapeyrousiana,30TWM62,30TWM6821,https://www.doi.org/10.15470/akznrb
Asplenium fontanum fontanum,30TWM62,30TWM6821,https://www.doi.org/10.15470/akznrb
Hormathophylla lapeyrousiana,30TWM71,30TWM7212,https://www.doi.org/10.15470/akznrb
Anthyllis montana,30TWM71,30TWM7212,https://www.doi.org/10.15470/akznrb
Anthyllis montana,30TWM62,30TWM6821,https://www.doi.org/10.15470/akznrb
Minuartia recurva,30TWM32,---,https://www.doi.org/10.15470/akznrb
Rumex acetosa acetosa,30TWM32,---,https://www.doi.org/10.15470/akznrb
Erica scoparia scoparia,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Cystopteris fragilis,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Trifolium arvense,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Rumex conglomeratus,30TWM62,30TWM6028,https://www.doi.org/10.15470/akznrb
Verbena officinalis,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Reseda luteola,30TWM62,30TWM6028,https://www.doi.org/10.15470/akznrb
Dipsacus fullonum,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Listera ovata,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Asplenium adiantum-nigrum,30TWM62,30TWM6229,https://www.doi.org/10.15470/akznrb
Centaurea graminifolia,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Mantisalca salmantica,30TWM62,30TWM6028,https://www.doi.org/10.15470/akznrb
Sedum brevifolium,30TWM62,30TWM6129,https://www.doi.org/10.15470/akznrb
Rumex acetosella angiocarpus,30TWM62,30TWM6129,https://www.doi.org/10.15470/akznrb
Juncus minutulus,30TWM62,30TWM6629,https://www.doi.org/10.15470/akznrb
Hypericum humifusum,30TWM62,30TWM6229,https://www.doi.org/10.15470/akznrb
Phlomis lychnitis,30TWM62,30TWM6426,https://www.doi.org/10.15470/akznrb
Inula helenioides,30TWM62,30TWM6427,https://www.doi.org/10.15470/akznrb
Solanum dulcamara,30TWM62,30TWM6427,https://www.doi.org/10.15470/akznrb
Arctium minus,30TWM62,30TWM6427,https://www.doi.org/10.15470/akznrb
Umbilicus rupestris,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Potentilla montana,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Arenaria montana montana,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Erica australis,30TWM63,30TWM6231,https://www.doi.org/10.15470/akznrb
Erica arborea,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Erica cinerea,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Calluna vulgaris,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Cytinus hypocistis hypocistis,30TWM63,30TWM6330,https://www.doi.org/10.15470/akznrb
Alyssum granatense,30TVM92,30TVM9620,https://www.doi.org/10.15470/akznrb
Potentilla pensylvanica,30TWM91,30TWM9717,https://www.doi.org/10.15470/akznrb
Saxifraga moncayensis,30TWM91,30TWM9819,https://www.doi.org/10.15470/akznrb
Arenaria grandiflora grandiflora,30TWM91,30TWM9918,https://www.doi.org/10.15470/akznrb
Silene saxifraga,30TWM91,30TWM9919,https://www.doi.org/10.15470/akznrb
Aquilegia vulgaris vulgaris,30TWM91,30TWM9919,https://www.doi.org/10.15470/akznrb
Dianthus pungens brachyanthus,30TWM91,30TWM9919,https://www.doi.org/10.15470/akznrb
Saxifraga moncayensis,30TXM01,30TXM0017,https://www.doi.org/10.15470/akznrb
Moehringia pentandra,30TXM01,30TXM0017,https://www.doi.org/10.15470/akznrb
Hormathophylla spinosa,30TXM01,30TXM0018,https://www.doi.org/10.15470/akznrb
Arabis alpina,30TXM01,30TXM0018,https://www.doi.org/10.15470/akznrb
Iberis saxatilis saxatilis,30TWM91,30TWM9917,https://www.doi.org/10.15470/akznrb
Aconitum napellus vulgare,30TWM91,30TWM9717,https://www.doi.org/10.15470/akznrb
Aconitum vulparia neapolitanum,30TWM91,30TWM9717,https://www.doi.org/10.15470/akznrb
Erodium paularense,30TWM91,30TWM9215,https://www.doi.org/10.15470/akznrb
Nepeta nepetella aragonensis,30TWM11,30TWM1117,https://www.doi.org/10.15470/akznrb
Pistorinia hispanica,30TWM12,30TWM1120,https://www.doi.org/10.15470/akznrb
